,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
432,BSU_05680,ydgK,613641,614849,1,613552,A,613532,613550,613509,613527
433,BSU_05690,ydhB,614885,615622,-1,615761,A,615741,615759,615717,615735
434,BSU_05700,ydhC,615871,616545,1,615818,A,615800,615818,615773,615791
435,BSU_05710,ydhD,616672,617934,1,616631,"E, F",616613,616631,616587,616605
436,BSU_05720,ydhE,618095,619282,1,618045,A,618026,618044,618000,618018
437,BSU_05730,ydhF,619321,620031,-1,621522,"?, A",621502,621520,621479,621497
438,BSU_05740,phoB,620097,621485,-1,621604,"E, F",621586,621604,621561,621579
439,BSU_05750,fra,621847,622218,1,621713,A,621693,621711,621668,621686
440,BSU_05760,ydhH,622293,622790,-1,623329,A,623310,623328,623284,623302
441,BSU_05780,ydhJ,623373,624350,1,622988,A,622970,622988,622943,622961
442,BSU_05790,ydhK,624492,625109,1,624406,B,624386,624404,624362,624380
443,BSU_05800,pbuE,625125,626291,-1,626470,A,626452,626470,626425,626443
444,BSU_05810,gmuB,626622,626933,1,626591,A,626571,626589,626548,626566
445,BSU_05830,gmuC,627284,628612,1,630116,A,630097,630115,630072,630090
446,BSU_05899,ydhU/2,634651,634776,-1,634817,"F, G",634798,634816,634774,634792
447,BSU_tRNA_79,trnE-Arg,635109,635186,1,634920,A,634900,634918,634876,634894
448,BSU_05900,thiL,640662,641639,1,640606,A,640588,640606,640561,640579
449,BSU_05950,ydiF,644528,646456,-1,646488,A,646469,646487,646445,646463
450,BSU_05960,ydiG,646582,647094,1,646218,A,646198,646216,646174,646192
451,BSU_05970,rex,647091,647738,1,646411,A,646393,646411,646366,646384
452,BSU_05980,tatAY,647760,647933,1,647628,?,647609,647627,647583,647601
453,BSU_06000,ydiK,648742,648933,-1,649721,A,649703,649721,649678,649696
454,BSU_06020,groES,649903,650187,1,649696,?,649678,649696,649653,649671
456,BSU_06060,ydiO,655223,656506,1,655138,A,655118,655136,655094,655112
458,new_658495_658899,S214,658495,658899,1,658492,A,658472,658490,658448,658466
459,BSU_06083,ydzW/7,659129,659221,-1,659341,A,659322,659340,659298,659316
460,BSU_06090,ydiR,659623,660564,1,659560,A,659542,659560,659516,659534
462,BSU_06140,gutR,664775,667264,-1,667304,A,667284,667302,667259,667277
463,BSU_06150,gutB,667466,668527,1,667402,A,667383,667401,667358,667376
465,BSU_06170,fruC,670087,671049,1,670045,A,670026,670044,670000,670018
466,BSU_06180,pspA,671245,671928,1,671209,"W, X, Y",671191,671209,671164,671182
468,BSU_06220,ydjJ,674832,675857,-1,675907,B,675888,675906,675862,675880
469,BSU_06230,iolT,676442,677863,1,676154,A,676136,676154,676111,676129
470,BSU_06240,bdhA,677911,678951,-1,679246,A,679228,679246,679203,679221
471,BSU_06250,ydjM,679390,679761,1,678515,K,678495,678513,678470,678488
473,BSU_06270,ydjO,681255,681464,-1,681508,A,681488,681506,681465,681483
474,BSU_06280,ydjP,681547,682362,-1,683237,"E, F",683219,683237,683194,683212
475,BSU_06290,yeaA,682375,683364,-1,683390,"W, X, Y",683371,683389,683347,683365
476,BSU_06300,cotA,683462,685003,-1,685038,K,685018,685036,684995,685013
477,BSU_06310,gabP,685155,686564,-1,686596,A,686577,686595,686552,686570
478,BSU_06320,mneS,686962,687834,1,686919,A,686899,686917,686874,686892
479,BSU_06330,yeaC,688184,689146,1,688138,A,688120,688138,688095,688113
480,BSU_06360,guaA,692740,694281,1,692609,A,692590,692608,692566,692584
481,BSU_06370,pbuG,694662,695984,1,694418,A,694399,694417,694375,694393
482,BSU_06380,yebC,696195,696998,1,696054,"W, X, Y",696035,696053,696011,696029
483,BSU_06390,yebD,697157,697324,1,697093,A,697074,697092,697048,697066
484,BSU_06400,yebE,697538,698092,1,697399,B,697381,697399,697355,697373
485,BSU_06410,yebG,698092,698289,1,697487,A,697467,697485,697444,697462
489,BSU_06440,purB,700232,701527,1,708029,L,708009,708027,707985,708003
490,BSU_06540,yezC,711456,711875,-1,711954,A,711936,711954,711909,711927
491,BSU_06559,yezF,713308,713535,-1,713956,"F, G",713937,713955,713912,713930
492,BSU_06560,yerA,713664,715406,1,713619,A,713599,713617,713576,713594
494,BSU_06580,yerC,716431,716745,1,715398,A,715378,715396,715354,715372
495,BSU_06590,yerD,716780,718357,-1,718390,B,718370,718388,718345,718363
496,BSU_06600,pcrB,718622,719308,1,718571,A,718551,718569,718527,718545
497,BSU_06640,yerI,724987,725997,1,724870,A,724851,724869,724825,724843
498,BSU_06650,sapB,726035,726733,-1,726774,"E, F",726755,726773,726730,726748
499,BSU_06660,opuE,726840,728318,-1,727706,?,727687,727705,727662,727680
500,BSU_06670,gatC,728732,729022,1,728598,A,728578,728596,728554,728572
501,BSU_06700,yerO,731954,732823,-1,732905,A,732885,732903,732861,732879
502,BSU_06710,swrC,732955,736113,1,732646,"E, F",732626,732644,732603,732621
503,BSU_06720,dgkB,736436,737347,1,736378,A,736359,736377,736333,736351
505,BSU_06811,yezG,747079,747534,-1,747928,A,747910,747928,747885,747903
506,BSU_06812,yeeF,747554,749563,-1,749600,A,749582,749600,749555,749573
507,BSU_06830,rapH,750959,752089,1,750928,A,750909,750927,750884,750902
509,BSU_06840,yeeI,752412,753131,1,752359,A,752339,752357,752316,752334
510,BSU_06850,yeeK,753265,753702,1,753020,A,753001,753019,752976,752994
511,BSU_06860,yezE,753817,754401,1,753790,A,753771,753789,753746,753764
512,BSU_06890,cotJA,755907,756155,1,755877,"E, F",755858,755876,755834,755852
514,BSU_06910,cotJC,756417,756986,1,757067,A,757049,757067,757023,757041
515,BSU_06940,yesL,758093,758722,1,758046,H,758027,758045,758002,758020
516,BSU_06970,rhiL,761662,762945,1,761622,A,761604,761622,761579,761597
517,BSU_07130,lplD,782958,784298,1,782720,"E, F",782702,782720,782676,782694
518,BSU_07150,hmoA,785113,785439,-1,785465,A,785446,785464,785422,785440
519,BSU_07160,yetH,785543,785905,-1,785942,A,785923,785941,785899,785917
520,new_785976_786536_c,S249,785976,786536,-1,786536,K,786517,786535,786492,786510
521,BSU_07170,yetI,786689,787264,1,786640,A,786622,786640,786597,786615
522,BSU_07190,yezD,787715,787882,1,787660,A,787640,787658,787616,787634
525,BSU_07220,yetL,789652,790155,-1,790188,A,790170,790188,790145,790163
526,BSU_07240,yetN,791462,792532,-1,792589,A,792570,792588,792545,792563
527,BSU_07250,yetO,792682,795867,1,792642,B,792624,792642,792599,792617
528,BSU_07260,yfnI,796314,798233,1,795959,"E, F",795940,795958,795915,795933
529,BSU_07270,yfnH,798469,799233,1,798360,K,798342,798360,798315,798333
531,BSU_07290,yfnF,800232,801143,1,801046,K,801027,801045,801002,801020
533,BSU_07310,yfnD,802351,803286,1,801209,"E, K",801190,801208,801166,801184
534,BSU_07320,yfnC,803317,804546,-1,804593,A,804575,804593,804550,804568
535,BSU_07330,yfnB,804657,805364,-1,805410,A,805391,805409,805366,805384
536,BSU_07340,mtrA,805456,806841,-1,806907,A,806888,806906,806862,806880
537,BSU_07350,yfmT,807091,808548,1,807024,D,807004,807022,806980,806998
538,BSU_07370,yfmR,809557,811446,1,809516,A,809497,809515,809473,809491
539,BSU_07380,yfmQ,811569,812015,1,811518,A,811500,811518,811473,811491
540,BSU_07390,yfmP,812140,812562,1,812116,A,812097,812115,812071,812089
542,BSU_07420,yfmM,814384,815940,-1,815994,A,815974,815992,815951,815969
543,BSU_07430,yfmL,816113,817243,1,815808,"F, G",815790,815808,815764,815782
544,BSU_07450,yfmJ,817810,818829,-1,818854,A,818834,818852,818811,818829
545,new_818976_820073,S253,818976,820073,1,818976,A,818958,818976,818931,818949
546,BSU_07460,yfmI,819311,820531,-1,820575,A,820555,820573,820531,820549
547,new_820648_820823,yfmH,820648,820823,1,820648,A,820628,820646,820603,820621
549,BSU_07490,fecF,822903,823703,-1,826783,A,826763,826781,826740,826758
551,BSU_07510,fecD,824714,825715,-1,827324,A,827304,827322,827279,827297
554,BSU_07540,yfmA,827252,827419,1,826093,"E, F",826074,826092,826048,826066
555,BSU_07550,yflT,827455,827802,1,826720,A,826700,826718,826675,826693
556,BSU_07560,pel,827993,829255,1,827925,A,827907,827925,827882,827900
557,BSU_07570,yflS,829382,830818,1,829334,A,829315,829333,829290,829308
558,BSU_07580,citS,830945,832573,1,830920,A,830902,830920,830876,830894
560,BSU_07610,citM,834383,835684,1,834312,A,834294,834312,834267,834285
561,BSU_07620,yflN,835740,836534,1,835702,"F, G",835683,835701,835658,835676
562,BSU_07630,nos,836653,837744,1,836620,A,836602,836620,836576,836594
563,BSU_07640,yflL,837735,838010,-1,838038,A,838018,838036,837995,838013
564,BSU_07660,yflJ,838783,838920,-1,839051,"E, F",839032,839050,839007,839025
565,new_839062_840126,S265,839062,840126,1,839063,"E, F",839045,839063,839018,839036
566,BSU_07670,yflI,839077,839232,-1,840515,A,840496,840514,840471,840489
567,BSU_07680,yflH,839339,839653,-1,841664,K,841645,841663,841619,841637
569,BSU_07700,nagP,840656,842014,1,840626,A,840608,840626,840583,840601
570,BSU_07710,ltaS,842047,843996,-1,844071,A,844053,844071,844026,844044
571,BSU_07720,yflD,844097,844234,1,843132,B,843112,843130,843087,843105
572,BSU_07735,yflB,844253,844645,1,844212,A,844192,844210,844169,844187
573,BSU_07750,yflA,844770,846185,1,844748,B,844730,844748,844704,844722
574,BSU_07760,yfkT,846182,847258,-1,850227,"F, G",850207,850225,850184,850202
575,BSU_07770,yfkS,847282,847482,-1,850425,?,850406,850424,850381,850399
576,BSU_07780,yfkR,847498,848652,-1,852163,"W, X, Y",852143,852161,852119,852137
577,BSU_07800,treP,850367,851779,1,850321,A,850302,850320,850278,850296
578,BSU_07810,treA,851850,853535,1,853531,A,853512,853530,853486,853504
579,BSU_07830,hypO,854412,855077,1,854375,A,854357,854375,854332,854350
580,BSU_07840,yfkN,855114,859502,-1,859552,A,859534,859552,859509,859527
581,BSU_07850,yfkM,859745,860263,1,859702,B,859682,859700,859659,859677
582,BSU_07860,yfkL,860303,861493,-1,861847,A,861829,861847,861802,861820
584,BSU_07880,yfkJ,862004,862474,1,861953,A,861933,861951,861910,861928
585,BSU_07890,yfkI,862492,862812,1,861992,B,861973,861991,861947,861965
586,new_863681_863837,S275,863681,863837,1,863681,"F, G",863662,863680,863638,863656
587,BSU_07910,yfkF,863862,865037,-1,865077,A,865057,865075,865033,865051
588,BSU_07920,chaA,865205,866260,1,864500,B,864480,864498,864456,864474
589,BSU_07930,yfkD,866331,867125,1,865155,"E, F",865137,865155,865112,865130
590,BSU_07940,yfkC,867164,868006,-1,869187,A,869167,869185,869144,869162
591,BSU_07970,yfjT,869273,869458,1,869247,A,869228,869246,869204,869222
592,BSU_07980,pdaA,869559,870350,1,869513,"F, G",869495,869513,869468,869486
593,BSU_07990,yfjR,870388,871248,-1,871282,A,871262,871280,871239,871257
594,BSU_08000,yfjQ,871347,872306,-1,872320,A,872300,872318,872276,872294
595,BSU_08010,yfjP,872425,873288,1,872394,A,872376,872394,872349,872367
597,BSU_08029,yfzA,875428,875694,1,875137,A,875119,875137,875092,875110
598,BSU_08030,yfjN,876426,877403,1,876178,A,876158,876176,876133,876151
599,BSU_08040,yfjM,877599,878051,1,877564,A,877545,877563,877521,877539
601,BSU_08060,acoA,879002,880003,1,878974,L,878954,878972,878930,878948
602,BSU_08100,acoR,883758,885575,1,883717,A,883699,883717,883672,883690
603,BSU_08110,sspH,885629,885808,1,885613,"F, G",885594,885612,885568,885586
604,BSU_08120,yfjF,885844,886173,-1,889747,A,889729,889747,889703,889721
605,new_887222_887809,S283,887222,887809,1,887211,"E, F",887193,887211,887166,887184
606,BSU_08180,malA,890022,891371,1,889996,A,889977,889995,889951,889969
607,BSU_08190,glvR,891436,892200,1,891402,A,891382,891400,891358,891376
608,BSU_08210,yfiB,893904,895625,1,893857,A,893837,893855,893812,893830
609,BSU_08230,catD,897588,897992,1,897540,A,897520,897538,897497,897515
610,BSU_08290,lnrJ,903811,905013,1,903786,A,903768,903786,903743,903761
611,BSU_08340,padR,909198,909746,-1,909826,A,909807,909825,909783,909801
612,BSU_08350,lipB,910019,910651,1,909975,A,909956,909974,909931,909949
613,BSU_08360,yfiQ,910840,911928,1,910795,A,910777,910795,910750,910768
614,new_911330_911718_c,S286,911330,911718,-1,911718,K,911700,911718,911673,911691
615,BSU_08370,yfiR,911964,912581,-1,912620,A,912601,912619,912577,912595
616,BSU_08380,yfiS,912547,913800,-1,913852,A,913833,913851,913808,913826
617,BSU_08390,bstA,913924,914460,1,913884,A,913865,913883,913840,913858
618,BSU_08400,yfiU,914457,916013,-1,916052,"E, F",916032,916050,916007,916025
619,BSU_08410,yfiV,916124,916606,-1,916647,A,916629,916647,916602,916620
620,BSU_08425,mprF,916778,919348,1,916721,A,916703,916721,916676,916694
621,BSU_08440,yfiY,919366,920343,-1,920387,A,920369,920387,920344,920362
622,BSU_08450,yfiZ,920474,921475,1,920382,A,920362,920380,920337,920355
624,BSU_08470,yfhB,922618,923499,1,922575,A,922555,922573,922530,922548
626,BSU_08490,yfhD,924210,924401,-1,924433,"F, G",924415,924433,924389,924407
627,BSU_08500,yfhE,924468,924578,-1,924609,"F, G",924589,924607,924564,924582
628,BSU_08510,yfhF,924633,925544,-1,925580,B,925561,925579,925536,925554
629,BSU_08520,recX,925633,926427,1,925460,A,925440,925458,925416,925434
630,BSU_08540,yfhI,926886,928079,1,926843,A,926825,926843,926798,926816
631,BSU_08550,sspK,928112,928264,-1,928317,"F, G",928299,928317,928272,928290
632,BSU_08560,yfhJ,928389,928658,1,928316,A,928296,928314,928272,928290
633,BSU_08570,yfhK,928803,929321,1,928757,B,928738,928756,928712,928730
634,BSU_08580,yfhL,929406,929738,1,929390,"W, X, Y",929370,929388,929345,929363
635,BSU_08600,csbB,930818,931807,1,930671,"F, G",930651,930669,930628,930646
637,BSU_08620,yfhP,934457,935440,-1,935587,A,935567,935585,935542,935560
638,BSU_08630,mutY,935656,936765,1,934940,K,934921,934939,934895,934913
639,BSU_08640,yfhS,936773,936997,-1,937023,"E, F, G",937003,937021,936979,936997
641,BSU_08660,sspE,937900,938154,1,935582,A,935564,935582,935538,935556
642,BSU_08670,ygaB,938243,938587,1,938271,H,938253,938271,938228,938246
643,BSU_08680,ygaC,938731,939261,1,938656,A,938638,938656,938612,938630
645,BSU_08700,ygaE,941168,942229,-1,942327,A,942307,942325,942282,942300
646,BSU_08710,gsaB,942449,943738,-1,943785,A,943766,943784,943742,943760
647,BSU_08720,ygaF,943891,944364,1,943852,A,943832,943850,943809,943827
648,BSU_08730,perR,944487,944924,1,944440,A,944420,944438,944397,944415
649,BSU_08740,ygzB,944959,945312,-1,945334,A,945316,945334,945290,945308
650,BSU_08750,ygxA,945520,946404,1,945324,?,945304,945322,945279,945297
657,BSU_tRNA_32,trnD-Val,951868,951944,1,945417,A,945399,945417,945374,945392
664,BSU_tRNA_39,trnD-His,952494,952570,1,946424,A,946405,946423,946381,946399
670,BSU_08760,spo0M,953373,954149,-1,954198,"W, X, Y",954180,954198,954154,954172
671,BSU_08770,ygzA,954291,954494,1,954257,"F, G",954238,954256,954213,954231
672,BSU_08779,ygzC,954579,954851,-1,954817,"E, F",954799,954817,954774,954792
673,BSU_08780,ygaJ,954893,955585,1,954860,A,954841,954859,954815,954833
674,BSU_08790,thiC,955895,957667,1,955662,A,955643,955661,955618,955636
675,BSU_08800,ygaK,957705,959060,-1,959105,K,959086,959104,959060,959078
676,BSU_08810,senS,959311,959508,1,959227,A,959207,959225,959182,959200
677,BSU_08820,katA,959535,960986,-1,961023,A,961004,961022,960980,960998
678,new_961009_961338,S309,961009,961338,1,960987,A,960968,960986,960942,960960
679,BSU_08830,ssuB,961394,962161,1,961271,A,961253,961271,961227,961245
681,BSU_08850,ssuC,963174,964004,1,965190,A,965171,965189,965147,965165
682,BSU_08880,rpsNB,965909,966178,1,965875,A,965856,965874,965831,965849
683,BSU_08899,ygzD,966671,966871,-1,966914,A,966896,966914,966871,966889
684,BSU_tRNA_82,trnSL-Gly1,967064,967138,1,967014,A,966996,967014,966971,966989
685,BSU_08900,yhzB,967229,967852,-1,967897,A,967877,967895,967854,967872
686,BSU_08920,yhbB,969162,970097,1,969126,"E, F",969107,969125,969081,969099
687,BSU_08930,cspR,970135,970617,1,970099,A,970081,970099,970054,970072
688,BSU_08940,yhbD,970667,971383,1,970710,A,970690,970708,970665,970683
691,new_972833_973008_c,S313,972833,973008,-1,973008,A,972989,973007,972963,972981
692,BSU_08970,prkA,973156,975051,1,973108,"E, F",973088,973106,973064,973082
693,BSU_08980,yhbH,975231,976409,1,975144,"E, F",975125,975143,975101,975119
694,BSU_08990,yhbI,976569,977033,1,976518,A,976499,976517,976473,976491
696,BSU_09010,yhcA,977775,979373,1,976892,B,976872,976890,976848,976866
698,BSU_09030,yhcC,979939,980313,1,977068,"F, G",977049,977067,977025,977043
700,BSU_09050,yhcE,980473,981234,1,980434,A,980415,980433,980390,980408
703,BSU_09110,yhcJ,984901,985731,1,984789,A,984769,984787,984744,984762
704,BSU_09120,dgcK,985734,986813,-1,986844,A,986824,986842,986801,986819
705,BSU_09130,tcyP,986986,988377,1,986959,A,986941,986959,986915,986933
706,BSU_09140,yhcM,988417,988872,-1,988915,B,988895,988913,988871,988889
707,BSU_09150,yhcN,989022,989591,1,988998,"F, G",988980,988998,988953,988971
708,BSU_09165,yhcO,989712,990680,1,989673,"E, K",989653,989671,989630,989648
709,BSU_09180,yhcQ,990612,991265,-1,991292,"F, G",991273,991291,991248,991266
710,BSU_09190,yhcR,991348,995001,1,991371,H,991351,991369,991328,991346
711,BSU_09210,yhcT,995624,996532,-1,996595,"F, G",996576,996594,996552,996570
712,BSU_09220,yhcU,996643,997038,1,996607,A,996588,996606,996564,996582
713,BSU_09230,yhcV,997175,997597,1,997159,"F, G",997139,997157,997115,997133
714,BSU_09240,yhcW,997724,998386,1,997676,A,997656,997674,997633,997651
715,BSU_09260,yhxA,1000364,1001716,1,1000282,A,1000263,1000281,1000237,1000255
716,BSU_09280,glpF,1002501,1003325,1,1002354,A,1002336,1002354,1002309,1002327
717,BSU_09300,glpD,1004975,1006642,1,1004176,B,1004157,1004175,1004131,1004149
718,BSU_09310,pgcA,1006774,1008519,1,1006433,"E, F",1006415,1006433,1006388,1006406
719,BSU_09320,yhcY,1008668,1009807,1,1008642,A,1008622,1008640,1008599,1008617
720,BSU_09350,yhdB,1010984,1011226,-1,1011273,"F, G",1011254,1011272,1011228,1011246
721,BSU_09360,yhdC,1011427,1011750,1,1011391,"F, G",1011373,1011391,1011348,1011366
722,BSU_09370,lytF,1011792,1013258,-1,1013302,D,1013283,1013301,1013258,1013276
723,BSU_09380,nsrR,1013411,1013851,-1,1013889,A,1013869,1013887,1013846,1013864
724,new_1013861_1013971,S326,1013861,1013971,1,1013861,"F, G",1013842,1013860,1013817,1013835
725,BSU_09390,ygxB,1013958,1015616,-1,1015527,B,1015509,1015527,1015484,1015502
726,BSU_09400,spoVR,1015647,1017053,1,1015624,"E, F",1015606,1015624,1015579,1015597
727,BSU_09410,phoA,1017083,1018468,-1,1018487,"?, A",1018467,1018485,1018443,1018461
728,BSU_09420,lytE,1018998,1020002,1,1018650,A,1018631,1018649,1018606,1018624
729,BSU_09430,citR,1020073,1020948,-1,1021001,A,1020981,1020999,1020956,1020974
730,BSU_09440,citA,1021057,1022157,1,1021032,A,1021013,1021031,1020989,1021007
732,BSU_09460,bcaP,1023350,1024747,1,1023200,A,1023180,1023198,1023155,1023173
733,BSU_09470,yhdH,1024865,1026220,1,1024835,A,1024815,1024833,1024790,1024808
734,BSU_09480,yhdI,1026255,1027664,-1,1027747,A,1027727,1027745,1027703,1027721
735,BSU_09490,yhdJ,1027774,1028202,1,1027733,A,1027714,1027732,1027690,1027708
736,BSU_09500,yhdK,1028233,1028523,-1,1030086,M,1030066,1030084,1030042,1030060
737,BSU_09510,yhdL,1028511,1029587,-1,1030162,A,1030142,1030160,1030118,1030136
739,BSU_09530,yhdN,1030265,1031260,1,1030226,B,1030206,1030224,1030183,1030201
741,BSU_09550,mpfA,1032063,1033397,-1,1033911,A,1033892,1033910,1033868,1033886
742,BSU_09560,yhdQ,1033458,1033889,-1,1033977,?,1033958,1033976,1033934,1033952
743,BSU_09570,yhdR,1034046,1035227,1,1034010,A,1033990,1034008,1033966,1033984
744,BSU_09590,yhdT,1035554,1036939,1,1035397,A,1035379,1035397,1035354,1035372
745,BSU_09600,fluC,1036953,1037309,-1,1038465,A,1038446,1038464,1038420,1038438
746,BSU_09630,yhdX,1038653,1038760,1,1038529,"W, X, Y",1038511,1038529,1038486,1038504
747,BSU_09640,yhdY,1038909,1040024,1,1038871,A,1038853,1038871,1038826,1038844
