,locus_tag,name,left,right,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right
432,BSU_05680,ydgK,613641,614849,1,613552,A,613535,613540,613509,613514
433,BSU_05690,ydhB,614885,615622,-1,615761,A,615762,615767,615796,615801
434,BSU_05700,ydhC,615871,616545,1,615818,A,615800,615805,615777,615782
435,BSU_05710,ydhD,616672,617934,1,616631,"E, F",616623,616628,616597,616602
436,BSU_05720,ydhE,618095,619282,1,618045,A,618026,618031,618001,618006
437,BSU_05730,ydhF,619321,620031,-1,621522,"?, A",621528,621533,621558,621563
438,BSU_05740,phoB,620097,621485,-1,621604,"E, F",621607,621612,621637,621642
439,BSU_05750,fra,621847,622218,1,621713,A,621708,621713,621675,621680
440,BSU_05760,ydhH,622293,622790,-1,623329,A,623342,623347,623369,623374
441,BSU_05780,ydhJ,623373,624350,1,622988,A,622977,622982,622947,622952
442,BSU_05790,ydhK,624492,625109,1,624406,B,624400,624405,624366,624371
443,BSU_05800,pbuE,625125,626291,-1,626470,A,626477,626482,626499,626504
444,BSU_05810,gmuB,626622,626933,1,626591,A,626578,626583,626560,626565
445,BSU_05830,gmuC,627284,628612,1,630116,A,630110,630115,630077,630082
446,BSU_05899,ydhU/2,634651,634776,-1,634817,"F, G",634829,634834,634850,634855
447,BSU_tRNA_79,trnE-Arg,635109,635186,1,634920,A,634908,634913,634882,634887
448,BSU_05900,thiL,640662,641639,1,640606,A,640591,640596,640561,640566
449,BSU_05950,ydiF,644528,646456,-1,646488,A,646494,646499,646522,646527
450,BSU_05960,ydiG,646582,647094,1,646218,A,646209,646214,646180,646185
451,BSU_05970,rex,647091,647738,1,646411,A,646392,646397,646373,646378
452,BSU_05980,tatAY,647760,647933,1,647628,?,647611,647616,647585,647590
453,BSU_06000,ydiK,648742,648933,-1,649721,A,649724,649729,649750,649755
454,BSU_06020,groES,649903,650187,1,649696,?,649677,649682,649653,649658
456,BSU_06060,ydiO,655223,656506,1,655138,A,655125,655130,655101,655106
458,new_658495_658899,S214,658495,658899,1,658492,A,658476,658481,658447,658452
459,BSU_06083,ydzW/7,659129,659221,-1,659341,A,659341,659346,659377,659382
460,BSU_06090,ydiR,659623,660564,1,659560,A,659553,659558,659525,659530
462,BSU_06140,gutR,664775,667264,-1,667304,A,667319,667324,667338,667343
463,BSU_06150,gutB,667466,668527,1,667402,A,667395,667400,667359,667364
465,BSU_06170,fruC,670087,671049,1,670045,A,670037,670042,670002,670007
466,BSU_06180,pspA,671245,671928,1,671209,"W, X, Y",671201,671206,671170,671175
468,BSU_06220,ydjJ,674832,675857,-1,675907,B,675915,675920,675941,675946
469,BSU_06230,iolT,676442,677863,1,676154,A,676147,676152,676120,676125
470,BSU_06240,bdhA,677911,678951,-1,679246,A,679256,679261,679279,679284
471,BSU_06250,ydjM,679390,679761,1,678515,K,678499,678504,678480,678485
473,BSU_06270,ydjO,681255,681464,-1,681508,A,681512,681517,681537,681542
474,BSU_06280,ydjP,681547,682362,-1,683237,"E, F",683246,683251,683273,683278
475,BSU_06290,yeaA,682375,683364,-1,683390,"W, X, Y",683402,683407,683421,683426
476,BSU_06300,cotA,683462,685003,-1,685038,K,685049,685054,685071,685076
477,BSU_06310,gabP,685155,686564,-1,686596,A,686596,686601,686635,686640
478,BSU_06320,mneS,686962,687834,1,686919,A,686904,686909,686887,686892
479,BSU_06330,yeaC,688184,689146,1,688138,A,688122,688127,688093,688098
480,BSU_06360,guaA,692740,694281,1,692609,A,692590,692595,692570,692575
481,BSU_06370,pbuG,694662,695984,1,694418,A,694413,694418,694387,694392
482,BSU_06380,yebC,696195,696998,1,696054,"W, X, Y",696035,696040,696024,696029
483,BSU_06390,yebD,697157,697324,1,697093,A,697084,697089,697058,697063
484,BSU_06400,yebE,697538,698092,1,697399,B,697394,697399,697354,697359
485,BSU_06410,yebG,698092,698289,1,697487,A,697470,697475,697457,697462
489,BSU_06440,purB,700232,701527,1,708029,L,708024,708029,707985,707990
490,BSU_06540,yezC,711456,711875,-1,711954,A,711954,711959,711990,711995
491,BSU_06559,yezF,713308,713535,-1,713956,"F, G",713971,713976,713984,713989
492,BSU_06560,yerA,713664,715406,1,713619,A,713612,713617,713585,713590
494,BSU_06580,yerC,716431,716745,1,715398,A,715385,715390,715367,715372
495,BSU_06590,yerD,716780,718357,-1,718390,B,718397,718402,718426,718431
496,BSU_06600,pcrB,718622,719308,1,718571,A,718565,718570,718540,718545
497,BSU_06640,yerI,724987,725997,1,724870,A,724857,724862,724834,724839
498,BSU_06650,sapB,726035,726733,-1,726774,"E, F",726784,726789,726799,726804
499,BSU_06660,opuE,726840,728318,-1,727706,?,727720,727725,727735,727740
500,BSU_06670,gatC,728732,729022,1,728598,A,728588,728593,728567,728572
501,BSU_06700,yerO,731954,732823,-1,732905,A,732916,732921,732944,732949
502,BSU_06710,swrC,732955,736113,1,732646,"E, F",732637,732642,732612,732617
503,BSU_06720,dgkB,736436,737347,1,736378,A,736362,736367,736334,736339
505,BSU_06811,yezG,747079,747534,-1,747928,A,747932,747937,747964,747969
506,BSU_06812,yeeF,747554,749563,-1,749600,A,749615,749620,749640,749645
507,BSU_06830,rapH,750959,752089,1,750928,A,750913,750918,750886,750891
509,BSU_06840,yeeI,752412,753131,1,752359,A,752339,752344,752329,752334
510,BSU_06850,yeeK,753265,753702,1,753020,A,753010,753015,752975,752980
511,BSU_06860,yezE,753817,754401,1,753790,A,753771,753776,753747,753752
512,BSU_06890,cotJA,755907,756155,1,755877,"E, F",755860,755865,755844,755849
514,BSU_06910,cotJC,756417,756986,1,757067,A,757047,757052,757029,757034
515,BSU_06940,yesL,758093,758722,1,758046,H,758029,758034,758009,758014
516,BSU_06970,rhiL,761662,762945,1,761622,A,761612,761617,761578,761583
517,BSU_07130,lplD,782958,784298,1,782720,"E, F",782715,782720,782677,782682
518,BSU_07150,hmoA,785113,785439,-1,785465,A,785473,785478,785495,785500
519,BSU_07160,yetH,785543,785905,-1,785942,A,785953,785958,785968,785973
520,new_785976_786536_c,S249,785976,786536,-1,786536,K,786547,786552,786563,786568
521,BSU_07170,yetI,786689,787264,1,786640,A,786632,786637,786596,786601
522,BSU_07190,yezD,787715,787882,1,787660,A,787644,787649,787629,787634
525,BSU_07220,yetL,789652,790155,-1,790188,A,790194,790199,790223,790228
526,BSU_07240,yetN,791462,792532,-1,792589,A,792596,792601,792620,792625
527,BSU_07250,yetO,792682,795867,1,792642,B,792625,792630,792608,792613
528,BSU_07260,yfnI,796314,798233,1,795959,"E, F",795940,795945,795927,795932
529,BSU_07270,yfnH,798469,799233,1,798360,K,798344,798349,798320,798325
531,BSU_07290,yfnF,800232,801143,1,801046,K,801039,801044,801011,801016
533,BSU_07310,yfnD,802351,803286,1,801209,"E, K",801190,801195,801179,801184
534,BSU_07320,yfnC,803317,804546,-1,804593,A,804608,804613,804628,804633
535,BSU_07330,yfnB,804657,805364,-1,805410,A,805414,805419,805442,805447
536,BSU_07340,mtrA,805456,806841,-1,806907,A,806912,806917,806947,806952
537,BSU_07350,yfmT,807091,808548,1,807024,D,807014,807019,806981,806986
538,BSU_07370,yfmR,809557,811446,1,809516,A,809499,809504,809476,809481
539,BSU_07380,yfmQ,811569,812015,1,811518,A,811507,811512,811473,811478
540,BSU_07390,yfmP,812140,812562,1,812116,A,812099,812104,812076,812081
542,BSU_07420,yfmM,814384,815940,-1,815994,A,816003,816008,816030,816035
543,BSU_07430,yfmL,816113,817243,1,815808,"F, G",815793,815798,815768,815773
544,BSU_07450,yfmJ,817810,818829,-1,818854,A,818864,818869,818883,818888
545,new_818976_820073,S253,818976,820073,1,818976,A,818960,818965,818944,818949
546,BSU_07460,yfmI,819311,820531,-1,820575,A,820588,820593,820602,820607
547,new_820648_820823,yfmH,820648,820823,1,820648,A,820628,820633,820605,820610
549,BSU_07490,fecF,822903,823703,-1,826783,A,826785,826790,826818,826823
551,BSU_07510,fecD,824714,825715,-1,827324,A,827324,827329,827360,827365
554,BSU_07540,yfmA,827252,827419,1,826093,"E, F",826080,826085,826049,826054
555,BSU_07550,yflT,827455,827802,1,826720,A,826713,826718,826682,826687
556,BSU_07560,pel,827993,829255,1,827925,A,827909,827914,827893,827898
557,BSU_07570,yflS,829382,830818,1,829334,A,829314,829319,829289,829294
558,BSU_07580,citS,830945,832573,1,830920,A,830911,830916,830881,830886
560,BSU_07610,citM,834383,835684,1,834312,A,834307,834312,834278,834283
561,BSU_07620,yflN,835740,836534,1,835702,"F, G",835694,835699,835665,835670
562,BSU_07630,nos,836653,837744,1,836620,A,836608,836613,836586,836591
563,BSU_07640,yflL,837735,838010,-1,838038,A,838052,838057,838072,838077
564,BSU_07660,yflJ,838783,838920,-1,839051,"E, F",839062,839067,839089,839094
565,new_839062_840126,S265,839062,840126,1,839063,"E, F",839051,839056,839025,839030
566,BSU_07670,yflI,839077,839232,-1,840515,A,840529,840534,840542,840547
567,BSU_07680,yflH,839339,839653,-1,841664,K,841669,841674,841693,841698
569,BSU_07700,nagP,840656,842014,1,840626,A,840611,840616,840589,840594
570,BSU_07710,ltaS,842047,843996,-1,844071,A,844074,844079,844104,844109
571,BSU_07720,yflD,844097,844234,1,843132,B,843125,843130,843100,843105
572,BSU_07735,yflB,844253,844645,1,844212,A,844193,844198,844170,844175
573,BSU_07750,yflA,844770,846185,1,844748,B,844740,844745,844707,844712
574,BSU_07760,yfkT,846182,847258,-1,850227,"F, G",850236,850241,850258,850263
575,BSU_07770,yfkS,847282,847482,-1,850425,?,850434,850439,850463,850468
576,BSU_07780,yfkR,847498,848652,-1,852163,"W, X, Y",852177,852182,852192,852197
577,BSU_07800,treP,850367,851779,1,850321,A,850313,850318,850276,850281
578,BSU_07810,treA,851850,853535,1,853531,A,853520,853525,853501,853506
579,BSU_07830,hypO,854412,855077,1,854375,A,854370,854375,854332,854337
580,BSU_07840,yfkN,855114,859502,-1,859552,A,859558,859563,859590,859595
581,BSU_07850,yfkM,859745,860263,1,859702,B,859691,859696,859662,859667
582,BSU_07860,yfkL,860303,861493,-1,861847,A,861849,861854,861883,861888
584,BSU_07880,yfkJ,862004,862474,1,861953,A,861947,861952,861920,861925
585,BSU_07890,yfkI,862492,862812,1,861992,B,861983,861988,861953,861958
586,new_863681_863837,S275,863681,863837,1,863681,"F, G",863669,863674,863641,863646
587,BSU_07910,yfkF,863862,865037,-1,865077,A,865085,865090,865102,865107
588,BSU_07920,chaA,865205,866260,1,864500,B,864483,864488,864457,864462
589,BSU_07930,yfkD,866331,867125,1,865155,"E, F",865150,865155,865125,865130
590,BSU_07940,yfkC,867164,868006,-1,869187,A,869196,869201,869225,869230
591,BSU_07970,yfjT,869273,869458,1,869247,A,869229,869234,869205,869210
592,BSU_07980,pdaA,869559,870350,1,869513,"F, G",869506,869511,869473,869478
593,BSU_07990,yfjR,870388,871248,-1,871282,A,871284,871289,871318,871323
594,BSU_08000,yfjQ,871347,872306,-1,872320,A,872320,872325,872359,872364
595,BSU_08010,yfjP,872425,873288,1,872394,A,872384,872389,872362,872367
597,BSU_08029,yfzA,875428,875694,1,875137,A,875117,875122,875097,875102
598,BSU_08030,yfjN,876426,877403,1,876178,A,876167,876172,876143,876148
599,BSU_08040,yfjM,877599,878051,1,877564,A,877549,877554,877520,877525
601,BSU_08060,acoA,879002,880003,1,878974,L,878956,878961,878930,878935
602,BSU_08100,acoR,883758,885575,1,883717,A,883706,883711,883674,883679
603,BSU_08110,sspH,885629,885808,1,885613,"F, G",885597,885602,885578,885583
604,BSU_08120,yfjF,885844,886173,-1,889747,A,889754,889759,889779,889784
605,new_887222_887809,S283,887222,887809,1,887211,"E, F",887192,887197,887168,887173
606,BSU_08180,malA,890022,891371,1,889996,A,889984,889989,889960,889965
607,BSU_08190,glvR,891436,892200,1,891402,A,891384,891389,891360,891365
608,BSU_08210,yfiB,893904,895625,1,893857,A,893847,893852,893819,893824
609,BSU_08230,catD,897588,897992,1,897540,A,897528,897533,897510,897515
610,BSU_08290,lnrJ,903811,905013,1,903786,A,903767,903772,903756,903761
611,BSU_08340,padR,909198,909746,-1,909826,A,909841,909846,909852,909857
612,BSU_08350,lipB,910019,910651,1,909975,A,909960,909965,909944,909949
613,BSU_08360,yfiQ,910840,911928,1,910795,A,910775,910780,910760,910765
614,new_911330_911718_c,S286,911330,911718,-1,911718,K,911718,911723,911756,911761
615,BSU_08370,yfiR,911964,912581,-1,912620,A,912634,912639,912660,912665
616,BSU_08380,yfiS,912547,913800,-1,913852,A,913861,913866,913881,913886
617,BSU_08390,bstA,913924,914460,1,913884,A,913864,913869,913850,913855
618,BSU_08400,yfiU,914457,916013,-1,916052,"E, F",916064,916069,916078,916083
619,BSU_08410,yfiV,916124,916606,-1,916647,A,916660,916665,916687,916692
620,BSU_08425,mprF,916778,919348,1,916721,A,916715,916720,916683,916688
621,BSU_08440,yfiY,919366,920343,-1,920387,A,920395,920400,920423,920428
622,BSU_08450,yfiZ,920474,921475,1,920382,A,920376,920381,920347,920352
624,BSU_08470,yfhB,922618,923499,1,922575,A,922564,922569,922537,922542
626,BSU_08490,yfhD,924210,924401,-1,924433,"F, G",924437,924442,924473,924478
627,BSU_08500,yfhE,924468,924578,-1,924609,"F, G",924620,924625,924635,924640
628,BSU_08510,yfhF,924633,925544,-1,925580,B,925595,925600,925616,925621
629,BSU_08520,recX,925633,926427,1,925460,A,925451,925456,925417,925422
630,BSU_08540,yfhI,926886,928079,1,926843,A,926827,926832,926808,926813
631,BSU_08550,sspK,928112,928264,-1,928317,"F, G",928321,928326,928352,928357
632,BSU_08560,yfhJ,928389,928658,1,928316,A,928297,928302,928285,928290
633,BSU_08570,yfhK,928803,929321,1,928757,B,928740,928745,928726,928731
634,BSU_08580,yfhL,929406,929738,1,929390,"W, X, Y",929374,929379,929356,929361
635,BSU_08600,csbB,930818,931807,1,930671,"F, G",930662,930667,930635,930640
637,BSU_08620,yfhP,934457,935440,-1,935587,A,935587,935592,935622,935627
638,BSU_08630,mutY,935656,936765,1,934940,K,934922,934927,934902,934907
639,BSU_08640,yfhS,936773,936997,-1,937023,"E, F, G",937027,937032,937062,937067
641,BSU_08660,sspE,937900,938154,1,935582,A,935576,935581,935540,935545
642,BSU_08670,ygaB,938243,938587,1,938271,H,938258,938263,938235,938240
643,BSU_08680,ygaC,938731,939261,1,938656,A,938651,938656,938618,938623
645,BSU_08700,ygaE,941168,942229,-1,942327,A,942339,942344,942367,942372
646,BSU_08710,gsaB,942449,943738,-1,943785,A,943795,943800,943815,943820
647,BSU_08720,ygaF,943891,944364,1,943852,A,943845,943850,943810,943815
648,BSU_08730,perR,944487,944924,1,944440,A,944434,944439,944410,944415
649,BSU_08740,ygzB,944959,945312,-1,945334,A,945346,945351,945363,945368
650,BSU_08750,ygxA,945520,946404,1,945324,?,945314,945319,945288,945293
657,BSU_tRNA_32,trnD-Val,951868,951944,1,945417,A,945407,945412,945375,945380
664,BSU_tRNA_39,trnD-His,952494,952570,1,946424,A,946419,946424,946387,946392
670,BSU_08760,spo0M,953373,954149,-1,954198,"W, X, Y",954200,954205,954224,954229
671,BSU_08770,ygzA,954291,954494,1,954257,"F, G",954252,954257,954214,954219
672,BSU_08779,ygzC,954579,954851,-1,954817,"E, F",954819,954824,954843,954848
673,BSU_08780,ygaJ,954893,955585,1,954860,A,954843,954848,954822,954827
674,BSU_08790,thiC,955895,957667,1,955662,A,955655,955660,955632,955637
675,BSU_08800,ygaK,957705,959060,-1,959105,K,959108,959113,959134,959139
676,BSU_08810,senS,959311,959508,1,959227,A,959221,959226,959193,959198
677,BSU_08820,katA,959535,960986,-1,961023,A,961029,961034,961050,961055
678,new_961009_961338,S309,961009,961338,1,960987,A,960979,960984,960952,960957
679,BSU_08830,ssuB,961394,962161,1,961271,A,961256,961261,961236,961241
681,BSU_08850,ssuC,963174,964004,1,965190,A,965182,965187,965147,965152
682,BSU_08880,rpsNB,965909,966178,1,965875,A,965856,965861,965841,965846
683,BSU_08899,ygzD,966671,966871,-1,966914,A,966922,966927,966949,966954
684,BSU_tRNA_82,trnSL-Gly1,967064,967138,1,967014,A,967009,967014,966974,966979
685,BSU_08900,yhzB,967229,967852,-1,967897,A,967902,967907,967923,967928
686,BSU_08920,yhbB,969162,970097,1,969126,"E, F",969119,969124,969087,969092
687,BSU_08930,cspR,970135,970617,1,970099,A,970089,970094,970059,970064
688,BSU_08940,yhbD,970667,971383,1,970710,A,970705,970710,970676,970681
691,new_972833_973008_c,S313,972833,973008,-1,973008,A,973011,973016,973041,973046
692,BSU_08970,prkA,973156,975051,1,973108,"E, F",973100,973105,973071,973076
693,BSU_08980,yhbH,975231,976409,1,975144,"E, F",975129,975134,975099,975104
694,BSU_08990,yhbI,976569,977033,1,976518,A,976505,976510,976481,976486
696,BSU_09010,yhcA,977775,979373,1,976892,B,976873,976878,976848,976853
698,BSU_09030,yhcC,979939,980313,1,977068,"F, G",977052,977057,977028,977033
700,BSU_09050,yhcE,980473,981234,1,980434,A,980416,980421,980393,980398
703,BSU_09110,yhcJ,984901,985731,1,984789,A,984772,984777,984747,984752
704,BSU_09120,dgcK,985734,986813,-1,986844,A,986858,986863,986869,986874
705,BSU_09130,tcyP,986986,988377,1,986959,A,986942,986947,986925,986930
706,BSU_09140,yhcM,988417,988872,-1,988915,B,988921,988926,988953,988958
707,BSU_09150,yhcN,989022,989591,1,988998,"F, G",988982,988987,988956,988961
708,BSU_09165,yhcO,989712,990680,1,989673,"E, K",989658,989663,989630,989635
709,BSU_09180,yhcQ,990612,991265,-1,991292,"F, G",991305,991310,991324,991329
710,BSU_09190,yhcR,991348,995001,1,991371,H,991354,991359,991333,991338
711,BSU_09210,yhcT,995624,996532,-1,996595,"F, G",996609,996614,996625,996630
712,BSU_09220,yhcU,996643,997038,1,996607,A,996592,996597,996567,996572
713,BSU_09230,yhcV,997175,997597,1,997159,"F, G",997150,997155,997129,997134
714,BSU_09240,yhcW,997724,998386,1,997676,A,997663,997668,997633,997638
715,BSU_09260,yhxA,1000364,1001716,1,1000282,A,1000270,1000275,1000238,1000243
716,BSU_09280,glpF,1002501,1003325,1,1002354,A,1002344,1002349,1002309,1002314
717,BSU_09300,glpD,1004975,1006642,1,1004176,B,1004158,1004163,1004131,1004136
718,BSU_09310,pgcA,1006774,1008519,1,1006433,"E, F",1006423,1006428,1006391,1006396
719,BSU_09320,yhcY,1008668,1009807,1,1008642,A,1008625,1008630,1008605,1008610
720,BSU_09350,yhdB,1010984,1011226,-1,1011273,"F, G",1011276,1011281,1011313,1011318
721,BSU_09360,yhdC,1011427,1011750,1,1011391,"F, G",1011377,1011382,1011361,1011366
722,BSU_09370,lytF,1011792,1013258,-1,1013302,D,1013313,1013318,1013331,1013336
723,BSU_09380,nsrR,1013411,1013851,-1,1013889,A,1013900,1013905,1013915,1013920
724,new_1013861_1013971,S326,1013861,1013971,1,1013861,"F, G",1013848,1013853,1013830,1013835
725,BSU_09390,ygxB,1013958,1015616,-1,1015527,B,1015536,1015541,1015564,1015569
726,BSU_09400,spoVR,1015647,1017053,1,1015624,"E, F",1015608,1015613,1015592,1015597
727,BSU_09410,phoA,1017083,1018468,-1,1018487,"?, A",1018492,1018497,1018512,1018517
728,BSU_09420,lytE,1018998,1020002,1,1018650,A,1018634,1018639,1018605,1018610
729,BSU_09430,citR,1020073,1020948,-1,1021001,A,1021012,1021017,1021032,1021037
730,BSU_09440,citA,1021057,1022157,1,1021032,A,1021026,1021031,1021000,1021005
732,BSU_09460,bcaP,1023350,1024747,1,1023200,A,1023195,1023200,1023155,1023160
733,BSU_09470,yhdH,1024865,1026220,1,1024835,A,1024830,1024835,1024796,1024801
734,BSU_09480,yhdI,1026255,1027664,-1,1027747,A,1027762,1027767,1027779,1027784
735,BSU_09490,yhdJ,1027774,1028202,1,1027733,A,1027721,1027726,1027700,1027705
736,BSU_09500,yhdK,1028233,1028523,-1,1030086,M,1030096,1030101,1030114,1030119
737,BSU_09510,yhdL,1028511,1029587,-1,1030162,A,1030176,1030181,1030187,1030192
739,BSU_09530,yhdN,1030265,1031260,1,1030226,B,1030209,1030214,1030183,1030188
741,BSU_09550,mpfA,1032063,1033397,-1,1033911,A,1033924,1033929,1033946,1033951
742,BSU_09560,yhdQ,1033458,1033889,-1,1033977,?,1033986,1033991,1034010,1034015
743,BSU_09570,yhdR,1034046,1035227,1,1034010,A,1033994,1033999,1033974,1033979
744,BSU_09590,yhdT,1035554,1036939,1,1035397,A,1035392,1035397,1035357,1035362
745,BSU_09600,fluC,1036953,1037309,-1,1038465,A,1038470,1038475,1038491,1038496
746,BSU_09630,yhdX,1038653,1038760,1,1038529,"W, X, Y",1038516,1038521,1038489,1038494
747,BSU_09640,yhdY,1038909,1040024,1,1038871,A,1038866,1038871,1038838,1038843
748,BSU_09650,srtN,1040094,1040837,1,1040061,A,1040052,1040057,1040028,1040033
749,BSU_09660,yheN,1040861,1041709,-1,1041812,A,1041813,1041818,1041852,1041857
750,BSU_09670,dat,1041994,1042842,1,1041728,"E, F",1041708,1041713,1041693,1041698
751,BSU_09680,nhaC,1042885,1044246,-1,1044317,A,1044324,1044329,1044349,1044354
752,BSU_09690,nhaX,1044373,1044873,-1,1044915,B,1044918,1044923,1044949,1044954
753,BSU_09700,bmrB,1045037,1045198,1,1044968,A,1044963,1044968,1044937,1044942
754,BSU_09730,yheG,1049142,1049762,-1,1049791,A,1049797,1049802,1049820,1049825
