,k_d_RNAP,k_eq_opening,k_escape
b3327,-3.2061246453735897,-2.640151303282125,-2.5431038748092822
b3328,-3.1689553935431043,-2.677313031357329,-2.5802635722129073
b3329,-3.116609812870966,-2.7296508151911456,-2.6325992509217135
b3331,-3.0813475901060454,-2.764909169287134,-2.6678565602050326
b3332,-3.101180451520992,-2.7450783672998567,-2.64802631443139
b3333,-3.2371726634379296,-2.6091112351370196,-2.512065951587926
b3334,-3.298161764652867,-2.548143722607372,-2.4511042597918897
b3335,-3.2168405361665475,-2.6294379657010154,-2.532391226182387
b3338,-3.455366139153487,-2.3910628598669166,-2.2940565863076836
b3343,-3.7230102728052015,-2.124435924623258,-2.0276958353234056
b3344,-3.6859001981074226,-2.1612695787187954,-2.0644584038205003
b3345,-3.7543095957235675,-2.093434511364609,-1.9967700061754854
b3346,-3.8466383908795003,-2.002512720639237,-1.9061911210846556
b3347,-3.986482279173689,-1.8681209771291567,-1.772927163925314
b3355,-3.701079345482319,-2.146194707168365,-2.0494104567444444
b3356,-3.8508537459467016,-1.998387804754161,-1.9020874690436738
b3357,-4.143896394148566,-1.74032995487952,-1.6477951784913458
b3359,-3.8397543730798556,-2.009255149823612,-1.912900074616101
b3360,-3.5743156947148855,-2.272352353621988,-2.175409776851243
b3361,-3.6679183136717373,-2.179141677049952,-2.0823020123039835
b3362,-3.6594232409918557,-2.187589564959203,-2.090737610534479
b3363,-3.8333081461761997,-2.015575334047427,-1.9191902672038168
b3364,-3.591100801700582,-2.2556199536314145,-2.158691325937895
b3365,-3.4575410008141896,-2.3888908265555138,-2.291885310783305
b3366,-3.3258092447231773,-2.5205094643145394,-2.4234735634714974
b3367,-3.40756815330614,-2.4388083508762244,-2.341787994515023
b3368,-3.6370068119787873,-2.2098942956698022,-2.1130131401086825
b3384,-3.868918350847357,-1.9807456963494847,-1.8845434820143427
b3385,-3.829059571119755,-2.019744132447943,-1.9233399892810805
b3386,-3.853824445423725,-1.9954826147469982,-1.899197623937728
b3387,-3.7837936145505866,-2.0643004067984654,-1.967723333358118
b3388,-3.942855084105337,-1.9093324999425452,-1.8136762215504016
b3389,-3.9500132089157836,-1.9025103856275325,-1.8069218246735257
b3390,-4.0177932101244895,-1.8392473659945223,-1.7444661626183129
b3393,-3.159521908977482,-2.6867448947211785,-2.589694997919411
b3394,-3.157358343886886,-2.6889081026605344,-2.591858109438297
b3395,-3.3280770605060295,-2.5182428495906946,-2.4212072722069817
b3396,-3.5873280187927175,-2.2593803432388713,-2.1624484387000535
b3400,-3.735361783191067,-2.112194000833707,-2.0154818386775153
b3401,-3.764700063990826,-2.083158856094816,-1.9865231983654756
b3403,-3.8547496156945367,-1.9945781526027786,-1.898298002421358
b3404,-3.6500322328406614,-2.1969316143435877,-2.1000668794696864
b3405,-3.8426421967644693,-2.0064258208088286,-1.9100846029664875
b3408,-3.8305809361119,-2.018251041121584,-1.9218536671191178
b3409,-3.743747835983819,-2.1038881193389196,-2.0071962970285298
b3410,-3.6890076065973227,-2.1581826075700157,-2.0613767200631736
b3412,-3.575576980872028,-2.2710948161062428,-2.1741532325581563
b3413,-3.646462070652629,-2.200484001403211,-2.103614619171331
b3414,-3.9876296403729827,-1.8670507563445276,-1.7718708048484113
b3415,-3.5234093162938245,-2.323132006147355,-2.2261557504221057
b3416,-3.6577915121777256,-2.1892125514949563,-2.0923583170871876
b3417,-3.7217592011202867,-2.1256764304023124,-2.0289336408593917
b3418,-3.8191963788883894,-2.029431666435855,-1.9329852625935984
b4475,-3.4526453343664523,-2.3937801859956465,-2.2967729802783823
b3421,-3.453839459406001,-2.3925875795958804,-2.295580780839181
b3423,-3.6886123960160355,-2.15857519366225,-2.0617686274513303
b3424,-3.698030367810518,-2.1492218224845563,-2.0524319380122904
b3425,-3.711216154734104,-2.1361341092883115,-2.03936945379837
b3426,-3.52107797357593,-2.325458555331222,-2.2284810217610076
b3428,-3.8726808741258045,-1.977078844046162,-1.880898572672224
b3429,-3.8872044685465084,-1.962952091869447,-1.866861764443021
b3430,-3.9186143511858154,-1.932574408694263,-1.8367100672756909
b3431,-3.8253965956715157,-2.0233403480165957,-1.9269201851621718
b3432,-3.898511063015001,-1.951987498204423,-1.8559733093075212
b4476,-3.331968161466001,-2.514353853863309,-2.4173188434000075
b3437,-3.4507159717165683,-2.395707121437969,-2.2986992652252094
b3438,-3.7609901957358938,-2.0868267302895496,-1.9901805394363048
b3441,-3.5476426973443633,-2.29895335767091,-2.2019916721842065
b3449,-3.6617010880093086,-2.185324092273575,-2.088475363476007
b3450,-3.5884064075731463,-2.2583054634552586,-2.161374486903447
b3451,-3.454347654653761,-2.3920800344834956,-2.2950734099393566
b3452,-3.412744273984532,-2.4336371109299826,-2.3366180653726065
b3453,-3.640689555436946,-2.206228709158706,-2.109352048834935
b3454,-3.82335464853035,-2.0253458700640685,-1.9289169451047117
b3455,-3.826319072096785,-2.022434511314127,-1.9260183461022369
b3456,-3.79269256224954,-2.0555228164508663,-1.9589757294506185
b3457,-3.7541036643438757,-2.0936382538053584,-1.99697319711167
b3458,-3.9315771491768716,-1.9201206227277596,-1.824363591513488
b3460,-4.055422283673141,-1.8057823982502499,-1.7115955795032105
b3461,-3.947135510576349,-1.9052505322056503,-1.8096343863150224
b3469,-3.514490012255117,-2.332033384853135,-2.23505234918959
b3476,-3.3385618330940097,-2.50776388178334,-2.410729867441208
b3477,-3.2368435288666757,-2.609440276166471,-2.51239496738398
b3478,-3.223757583740261,-2.622522669595081,-2.525476402642259
b3479,-3.2956232015741698,-2.55068119378067,-2.453641436706036
b3480,-3.3194679711604183,-2.5268474778794237,-2.429810698989675
b3481,-3.625156025820862,-2.2216928038365182,-2.1247979288425336
b3491,-3.4633856135834655,-2.383054029868358,-2.28605060770623
b3493,-3.8306761353083,-2.0181576219510555,-1.9217606738092101
b3494,-3.787431494873086,-2.060711177691577,-1.9641461463035284
b3497,-3.6043979796752104,-2.2423691692386423,-2.145452791416435
b3498,-3.805788497363468,-2.042620635195798,-1.9461210667101834
b3499,-3.7268627774274985,-2.1206165601263818,-2.023884931480338
b3500,-3.8216982826542183,-2.0269730965182227,-1.9305371510618545
b3501,-3.4001787320509003,-2.4461911012564364,-2.349168952837307
b3502,-3.3327961095902703,-2.513526361057642,-2.4164914732003044
b3503,-3.4939904986366095,-2.3524956897416898,-2.2555047193276105
b3506,-3.851726187620025,-1.9975344477510075,-1.9012385874053683
b3507,-3.4731028910468447,-2.3733504716220555,-2.276350722440587
b3508,-3.563398565976812,-2.28323838317508,-2.186287559814044
b3509,-4.076536614226706,-1.7879073915324706,-1.694099627297352
b3511,-3.8365378690986045,-2.012407992728651,-1.916037792079599
b3512,-3.7726650622444655,-2.075287953117193,-1.978675820991511
b3513,-3.513207866027118,-2.333313044767133,-2.2363313457924807
b3514,-3.4889857877653583,-2.3574920953772813,-2.2604989051126307
b3515,-3.7737654470826807,-2.0742010039641148,-1.9775922224819742
b3516,-3.8526837138513,-1.9965980146345812,-1.9003070958677728
b3517,-3.809777103023189,-2.038694880865207,-1.9422106330400548
b3518,-3.366952658974743,-2.4793910650012583,-2.382361897253183
b3519,-3.6539738389030476,-2.193010161509259,-2.0961506910829715
b3521,-3.520659821048912,-2.3258758562995445,-2.2288980956937174
b3524,-3.6708788288580103,-2.1761982856522173,-2.0793630742344966
b3525,-3.639015841909091,-2.2078945699370682,-2.1110158525866467
b3527,-3.6578088200213847,-2.1891953358516525,-2.09234112549457
b3528,-3.6576729652284636,-2.1893304672384333,-2.0924760681763197
b3531,-3.3707083320255613,-2.4756380507645503,-2.3786095982111286
b3532,-3.4028334123331923,-2.4435387782483287,-2.3465172631486766
b3535,-3.749791251262919,-2.097905572385397,-2.001229141420765
b3536,-3.778990022209184,-2.06904171987926,-1.9724491906372041
b3537,-3.6537622734140167,-2.193220630931849,-2.0963608743175186
b3538,-3.662176220565797,-2.184851566149381,-2.088003516534501
b4453,-3.495280130717868,-2.3512082451016245,-2.254217859211344
b3540,-3.810586674218376,-2.037898296117137,-1.9414172081662333
b3541,-3.815498220994163,-2.033067239555454,-1.9366056930458997
b3542,-3.7547829425971875,-2.092966208347127,-1.9963029737439204
b3543,-3.732457925352182,-2.1150712105425855,-2.018352270602214
b3546,-3.553546117904437,-2.293064733974791,-2.196106981156817
b3547,-3.3127637461351562,-2.5335484084945614,-2.436510742154538
b3554,-3.9160315132332064,-1.9350621475658738,-1.8391774584051264
b3555,-3.9745175501772234,-1.8793276990501555,-1.7839947593905676
b3558,-3.3101247525368405,-2.536186146679472,-2.439148142119685
b3559,-3.9667279372763593,-1.8866659356014936,-1.7912475895537148
b3560,-3.985019605340977,-1.8694864860306055,-1.7742751354946875
b3564,-3.3909541350444914,-2.4554078365074155,-2.358383575400419
b3565,-3.50719575865596,-2.3393137854790798,-2.2423290530736
b3566,-3.2827023422788693,-2.5635967833053175,-2.4665556058629763
b3567,-3.2756380669029457,-2.570658370667959,-2.4736164685883297
b3568,-3.3131960413284043,-2.53311632114677,-2.4360787108002975
b3569,-3.5582663721528056,-2.2883567584429167,-2.191402266970456
b3571,-3.3949417376882285,-2.4514235707076923,-2.3544002064043035
b3572,-3.915059807883958,-1.9359985908883968,-1.8401063328241722
b3574,-3.6950360205140633,-2.1521951578268625,-2.055399853009527
b3575,-3.1983713120971125,-2.6479029036931796,-2.550855007580473
b3576,-3.0665123173274207,-2.7797430759733603,-2.6826900979054495
b3577,-2.945087326679569,-2.9011608802882796,-2.8041059607844376
b3578,-3.0075439029523836,-2.838707255224049,-2.7416531330872607
b3579,-3.092035911142985,-2.754221922995982,-2.6571696041896313
b3580,-3.1888238413601147,-2.657448364351085,-2.560399925741124
b3581,-3.1928412854796675,-2.6534317499032336,-2.556383535218265
b3582,-3.250606003412735,-2.5956819005578144,-2.49863769738267
b3583,-3.3595831861920145,-2.486755517505051,-2.389724999110911
b3588,-3.4945481626520993,-2.3519389692112402,-2.2549482509206986
b3590,-3.7200507764692725,-2.127370579247137,-2.0306241392203717
b3591,-3.711446910926768,-2.135905153229208,-2.0391409597296537
b3592,-3.7635919416125003,-2.08425431584288,-1.9876154842204996
b3599,-3.687676027834538,-2.1595053731106253,-2.0626972061361615
b3600,-3.767774558077071,-2.080120035466741,-1.9834933090976814
b3601,-3.669071171908188,-2.177995444242038,-2.081157502973351
b3603,-3.52279790751885,-2.323742150236797,-2.2267655574034073
b3604,-3.5013756735830204,-2.345123311478846,-2.2481357597262313
b3605,-3.5637120914389016,-2.282925718082791,-2.1859751230273208
b3607,-3.8240835195498155,-2.0246299368660896,-1.928204125860918
b3608,-3.8931976146729395,-1.9571363980629213,-1.861085734091327
b3609,-4.109102973728429,-1.7624512823441618,-1.6692718759965004
b3610,-4.055422041141259,-1.8057826080346453,-1.7115957851104204
b3611,-3.984724616761215,-1.8697620364127503,-1.774547167093492
b3612,-3.9322818179399435,-1.9194452215238738,-1.823694279215708
b3613,-3.7386007986263072,-2.1089853759007307,-2.0122809330039737
b3614,-3.6195745709794105,-2.2272511099628596,-2.130350149288356
b3615,-3.180116527323464,-2.6661539573653545,-2.569105054231025
b3616,-3.711301565423093,-2.1360493645426044,-2.0392848799664205
b3617,-3.649234139403323,-2.1977256951747854,-2.1008599115311526
b3619,-3.92479623515119,-1.9266284841939383,-1.830814221664787
b3620,-3.787055267793823,-2.0610823126775246,-1.9645160222052847
b3621,-3.6904626094203468,-2.1567373310373164,-2.059933958062441
b3622,-3.6740121411919335,-2.1730834931897824,-2.0762530941569715
b3623,-3.6667238883435505,-2.1803292950257793,-2.0834878589216097
b3624,-3.6512576772851393,-2.195712375401912,-2.098849262064831
b3625,-3.701962775180451,-2.1453177015748346,-2.0485351055790813
b3626,-3.6971395110452003,-2.1501063808850995,-2.0533148722170713
b3627,-3.6906399799525804,-2.1565611530955953,-2.059758088361496
b3628,-3.694386241105277,-2.1528404366365557,-2.0560439701279614
b3629,-3.6437875349397832,-2.2031455121444683,-2.106272722043536
b3630,-3.6783332155076915,-2.1687886454600576,-2.0719650542622303
b3631,-3.688241636280326,-2.1589434979954025,-2.0621362967312646
b3632,-3.7178319909489494,-2.1295710840596587,-2.0328199658716986
b3633,-3.685532061855553,-2.161635323602545,-2.0648235296967634
b3634,-3.6517686063663453,-2.1952040495456,-2.0983416163074016
b3635,-3.475416631161976,-2.3710401371047998,-2.2740412993249532
b3638,-3.7016167191842904,-2.14566123629151,-2.0488779910389368
b3639,-3.7811502676783983,-2.066909210551649,-1.9703235701998356
b3640,-3.8983192761065832,-1.9521732237343072,-1.8561576963961386
b3641,-3.7992148888829687,-2.0490946382776913,-1.952570695991733
b3642,-3.4966075993541894,-2.349883048698913,-2.25289326992753
b3643,-3.710886391444337,-2.136461305252075,-2.0396959908101304
b3644,-3.82547883933619,-2.0232595831896467,-1.9268397757500155
b3645,-3.447020266935325,-2.39939826678937,-2.3023891884437444
b3648,-3.9445445714986977,-1.9077204829718275,-1.8120799177029585
b3649,-4.068652881441653,-1.7944839821851335,-1.7005312327882052
b3650,-3.877621815082602,-1.9722678735597585,-1.8761172501577246
b3651,-3.7175656934723156,-2.129835207016443,-2.033083532086021
b3652,-3.628651916527021,-2.2182118828862407,-2.121320939863858
b3655,-3.6888815991005224,-2.1583077774809962,-2.061501673379958
b3656,-3.3394046360733847,-2.5069215639758067,-2.4098876802558475
b3657,-3.185590619492518,-2.660680935039835,-2.563632320673337
b3661,-3.8777784089706255,-1.9721154814087452,-1.8759658133752926
b3662,-3.4860371839821047,-2.3604359397810155,-2.2634414770273272
b3665,-3.4114255800496496,-2.434954544734733,-2.337935160776386
b3666,-3.4946073111565443,-2.3518799209924244,-2.2548892295001397
b3670,-3.888102904457844,-1.9620797246692339,-1.8659952454349087
b3671,-3.89720184843095,-1.953255519377076,-1.8572322265941168
b3673,-3.1075866743513765,-2.738672872312811,-2.641621016008771
b3680,-3.3410612892412206,-2.5052658727802766,-2.4082322480421485
b3686,-3.4859995731783133,-2.360473490505532,-2.263479011686979
b3687,-3.78218404682536,-2.065888860932852,-1.969306552854376
b3688,-3.8841777039642578,-1.9658923803586899,-1.8697826001049296
b3691,-3.2490054499042564,-2.597281957070559,-2.50023761985184
b4478,-3.371661885428224,-2.4746851835164474,-2.3776569155174716
b4477,-3.295048062053947,-2.5512560885722912,-2.4542162655433506
b3693,-3.4115347461379546,-2.4348454825271486,-2.337826126466143
b4479,-3.567762175467328,-2.2788869196436186,-2.1819393184564913
b3699,-3.8431352076588783,-2.0059429250710155,-1.909604099571194
b3700,-3.6378546533989433,-2.2090503646676947,-2.1121702339800077
b3701,-3.8257187715125145,-2.0230239705043487,-1.926605201041087
b3702,-3.8763386970925713,-1.9735167559590698,-1.8773583410167587
b3704,-4.016744560559583,-1.8402018143078787,-1.7454056064420673
b3712,-3.6476797165810715,-2.199272367510688,-2.102404557575081
b3713,-3.7616226897113503,-2.0862013158094688,-1.9895569021292208
b3721,-3.1415200904705167,-2.7047438980939695,-2.6076932412443434
b3722,-3.057809054460033,-2.788445600224352,-2.6913924226441144
b3723,-3.0876734629986475,-2.7585839228723694,-2.6615314829960623
b3724,-3.728917447836491,-2.11857994395661,-2.0218529189992687
b3725,-3.729417111131294,-2.118084711715656,-2.021358816044509
b3726,-3.614411395625265,-2.2323936668347644,-2.1354872801235443
b3727,-3.5904209030749636,-2.256297594534616,-2.159368370030037
b3728,-3.7288624717157797,-2.118634433518303,-2.0219072845435195
b3729,-3.9664429024403605,-1.886935038650952,-1.791513642605689
b3730,-3.9245664449065516,-1.9268492870309115,-1.83103312766434
b3739,-3.998069135246688,-1.8573523165310843,-1.7623027948022123
b3740,-3.6526606532903836,-2.1943165703047987,-2.09745533018493
b3741,-3.7720884188235315,-2.0758575988208343,-1.979243720733543
b3742,-3.9530261770709245,-1.8996451181916632,-1.8040859683207384
b3743,-3.570598839657748,-2.276058352601171,-2.179112898475165
b3744,-3.6601560823759134,-2.1868606829287804,-2.090009760795223
b3745,-3.589697894776794,-2.2570182137481902,-2.1600883576395646
b3746,-3.649372134313611,-2.197588392447566,-2.1007227897329837
b3747,-3.58237746846827,-2.264315121174024,-2.167379043603887
b3748,-3.7262690284286624,-2.1212051414632564,-2.024472194384116
b3749,-3.592082700487534,-2.2546413344872636,-2.157713573629437
b3750,-3.6555300509459707,-2.1914620624704813,-2.0946047099310476
b3751,-3.8798759690210876,-1.9700747026220884,-1.8739379261972309
b3752,-3.6974827123369267,-2.1497656012828763,-2.0529747171667303
b3753,-3.5148721602443254,-2.3316519822283137,-2.2346711454018044
b4480,-3.6611962304203463,-2.185826189974617,-2.0889767419166603
b4488,-3.9919241594011647,-1.863052357208125,-1.7679251154180917
b3769,-3.7088852277325333,-2.1384470186743467,-2.0416777369493992
b3770,-3.8983995267349,-1.952095508277714,-1.8560805407906538
b3771,-3.7950695025722685,-2.05317966204461,-1.9566408926086183
b3772,-3.733378949699,-2.1141585778606147,-2.017441773204746
b3773,-3.475358122336666,-2.3710985591335505,-2.2740996981271144
b3775,-3.7795815532096846,-2.0684577400713473,-1.9718670872330117
b3778,-3.623065309595155,-2.2237747421294096,-2.1268775602354704
b3783,-4.056197321881391,-1.805112475855096,-1.710939027670226
b3784,-3.7920802776774867,-2.0561264936430423,-1.9595772855084377
b3785,-3.761409588972319,-2.0864120276701916,-1.989767014373796
b3786,-3.7509034670526367,-2.0968048521771827,-2.0001313230630973
b3787,-3.7305179527162746,-2.116993688971889,-2.020270294864685
b3788,-3.7097632362679924,-2.137575761660286,-2.0408082139266903
b3789,-3.699746727113253,-2.147517711495111,-2.050730984192103
b3790,-3.62641642467836,-2.2204377596451974,-2.1235442914292304
b3791,-3.67915252769832,-2.1679743976094348,-2.0711521200376466
b3792,-3.5896536830700034,-2.2570622797562407,-2.1601323851268557
b4481,-3.627898863587901,-2.2189616799188436,-2.122069881930633
b3793,-3.4971976516747123,-2.3492940131378015,-2.2523045060139437
b3794,-3.6208186977072043,-2.2260120646063317,-2.129112440362331
b3800,-3.272098505653393,-2.574196633703604,-2.47715438161781
b3806,-3.901951733113619,-1.9486571643809905,-1.852667270471124
b4558,-3.9111084154527758,-1.9398094294554875,-1.8438868717865207
b3809,-3.7758796712188145,-2.0721129003057532,-1.9755106267578273
b3810,-3.7277713604048666,-2.119715927854383,-2.022986327057455
b3811,-3.7552982496227476,-2.0924564120572393,-1.9957945653047813
b3812,-3.7203271963691837,-2.127096457273443,-2.03035060501768
b3813,-3.7150572648730797,-2.1323233551844853,-2.0355664851128625
b3816,-3.767900499331709,-2.079995572654737,-1.983369216110034
b3820,-3.6816470517725,-2.165495475795638,-2.0686772432947045
b3821,-3.7206127397714557,-2.1268132924417777,-2.030068048517616
b3822,-3.6583260391451637,-2.188680877223314,-2.0918273869000994
b3828,-3.691957407479682,-2.1552526309805193,-2.0584518674228764
b3830,-3.81465674053826,-2.0338947195270083,-1.9374297793533364
b3831,-3.9168739819027674,-1.934250478062728,-1.8383723891822257
b3836,-4.010420326294078,-1.8459782743431408,-1.7510933525600942
b3838,-3.9294271966228034,-1.9221823331405135,-1.8264068905621584
b3839,-3.7818814602146515,-2.066187506163841,-1.9696042203292332
b4483,-3.5598006643791966,-2.2868265454567926,-2.189873137057148
b3844,-3.8651462668049197,-1.984424630237284,-1.8882009536429356
b3845,-3.501451803749043,-2.3450473166858985,-2.2480598010876154
b3846,-3.484225954453776,-2.362244293848258,-2.2652490621619203
b3847,-3.850738676001839,-1.9985003670380772,-1.902199442975074
b3848,-3.713719750520541,-2.133650204192748,-2.036890600043474
b3849,-3.674352641546575,-2.1727450303660403,-2.0759151605303776
b3850,-3.734468711961711,-2.1130788169757633,-2.0163645560991306
b3856,-3.5082343596894257,-2.338277114171933,-2.2412928968673547
b3857,-3.613070553845396,-2.233729275604615,-2.1368215109237245
b3858,-3.8639833969223965,-1.9855593277958234,-1.889329141165805
b3859,-3.7908109271655914,-2.05737812330889,-1.9608245454616642
b3860,-3.9646461707173097,-1.8886322605163006,-1.7931917590197983
b3862,-3.489907983054015,-2.3565714087848426,-2.259578621833188
b3863,-3.738806726715367,-2.1087814041122894,-2.012077457742087
b3866,-3.8471553883509535,-2.002006659243799,-1.905687635858016
b3867,-3.75034358542657,-2.0973589354117426,-2.000683942795811
b3868,-3.664229028607947,-2.1828101206948096,-2.0859650309689806
b3869,-3.7154171016136273,-2.13196640530307,-2.0352102750466656
b3870,-4.084969410415722,-1.7810250877610672,-1.6873763442124385
b3880,-3.337186027634876,-2.509138901300589,-2.4121046753541218
b3881,-3.2723270890446825,-2.5739681331933997,-2.4769259034534685
b3882,-3.1775212029247264,-2.668748788517284,-2.5716997522429486
b3883,-3.3537794983414053,-2.492555428294276,-2.3955238935193526
b3884,-3.626926452866562,-2.219929911815829,-2.123037016322989
b3885,-3.7178304103111564,-2.1295726517780764,-2.032821530282536
b3886,-3.656381038957499,-2.1906155488866577,-2.0937593640455976
b3887,-3.754305652955418,-2.093438412192507,-1.9967738964370454
b3888,-3.7307399400124774,-2.1167736911262756,-2.0200508037341716
b3902,-3.1572267960072544,-2.689039628996649,-2.5919896299582352
b3903,-3.1131913943639766,-2.733068816055501,-2.636017139002215
b3904,-3.0451368062515978,-2.8011168493812653,-2.704063401930055
b3905,-3.2585139419023905,-2.5877765000137005,-2.4907329812938004
b3906,-3.2254512099401187,-2.6208294851609795,-2.523783337395488
b3907,-3.3213066656823695,-2.5250097139248577,-2.4279731856873585
b3911,-3.7670997179845696,-2.080786976637875,-1.9841582739587527
b3912,-3.8927364105981854,-1.9575836448715918,-1.8615298735874257
b4484,-3.8510836766345657,-1.998162891445774,-1.9018637327105348
b3916,-4.036975775405198,-1.8219786426855364,-1.727486858398784
b3918,-3.5167279262095925,-2.329799864238654,-2.2328200004644323
b3919,-4.117285803620993,-1.75664545838309,-1.6636257029888373
b3922,-3.800184742320604,-2.0481391766979336,-1.9516187632850797
b3923,-3.8317472763714426,-2.017106597347498,-1.92071445943259
b3924,-3.782365372869039,-2.0657099009770366,-1.9691281797771456
b3925,-3.635913672086172,-2.2109824282089754,-2.1140999600073718
b3926,-3.565209929740028,-2.281432016276891,-2.1844825187436245
b3927,-3.4414134513964623,-2.404998384880716,-2.3079875108474193
b3929,-3.988244528242483,-1.8664775467964907,-1.7713050621214217
b3930,-3.616775292992498,-2.2300391164026294,-2.133135190112959
b3931,-3.8623017914340294,-1.987200638951872,-1.8909611257828796
b3932,-3.837359937662427,-2.011602047223803,-1.9152356816623561
b3934,-3.6912890089432397,-2.1559165008835546,-2.059114567237996
b3938,-3.943360984703841,-1.9088496807738875,-1.8131980902353286
b3939,-3.7683041997769826,-2.079596620485247,-1.982971451521024
b3940,-3.756619809670587,-2.0911490796079306,-1.994490814335188
b3941,-3.9006647770167726,-1.9499024938515348,-1.8539034494841344
b3942,-3.885088394878111,-1.9650074916918616,-1.868903524195338
b3956,-4.035144521184946,-1.823610228230468,-1.7290895867454583
b3957,-3.83678691927841,-2.0121638165234614,-1.915794775527132
b3958,-3.823869891476724,-2.024839765595829,-1.928413040340736
b3959,-3.826506822607271,-2.0222501616279587,-1.9258348130630338
b3960,-3.8349728856392375,-2.0139425584481025,-1.917565114470159
b3961,-3.8085330320394744,-2.0399191475450227,-1.9434300771577724
b3962,-3.863700764294988,-1.9858351513839023,-1.8896033900014826
b3965,-3.769642242659102,-2.078274416017663,-1.9816532064361734
b3966,-3.7426289008119364,-2.104996074219174,-2.0083014706944478
b3967,-3.7344586308517234,-2.113088805204635,-2.0163745207098622
b3974,-3.7389646981950704,-2.1086249353241207,-2.0119213703193672
b3980,-4.1711255490199095,-1.7294422607930342,-1.6372633597688606
b3981,-4.029746981496602,-1.8284412312577003,-1.7338370430636725
b3982,-4.048327848127694,-1.8119565206948318,-1.7176493712669245
b3987,-4.12489232758975,-1.7515388624278596,-1.6586649905369601
b3988,-4.114506489213607,-1.758583652998983,-1.665509877984169
b3989,-3.4267048745963002,-2.419690582860915,-2.3226753150614234
b3995,-3.9223029253750803,-1.9290251807796925,-1.8331904836142376
b4002,-3.287375620950771,-2.558925356460899,-2.4618846781834627
b4003,-3.3190219041517546,-2.527293320912813,-2.430256481692763
b4004,-3.371471695926957,-2.4748752357995034,-2.3778469308935253
b4005,-3.820095114422662,-2.028548403883875,-1.9321057368411017
b4006,-3.846981574111113,-2.002176791968657,-1.905856901493559
b4013,-3.8635322060838755,-1.9859996558510897,-1.8897669566987165
b4016,-3.8878672943823442,-1.9623084804562712,-1.8662224642634129
b4018,-3.7706829636005645,-2.07724612163184,-1.980628016440787
b4019,-3.8364285728743974,-2.0125151528984393,-1.9161444439380293
b4020,-3.5620620929032962,-2.28457120983251,-2.18761941876608
b4024,-4.004129195229088,-1.851757171195832,-1.7567869936723046
b4025,-4.019506936313951,-1.8376897327709658,-1.742933231298339
b4026,-3.589988365908305,-2.256728700983177,-2.159799098247058
b4027,-3.135489505592868,-2.710773615573572,-2.613722724518292
b4028,-3.075730313793881,-2.77052591179682,-2.67347315853579
b4029,-3.3371610353003294,-2.5091638794271804,-2.4121296496553404
b4030,-3.6314710464534667,-2.2154050965024616,-2.118517393580062
b4031,-3.25303646666182,-2.593252202605884,-2.496208205831226
b4032,-3.4740063812137616,-2.372448304784035,-2.275448909767246
b4033,-3.4799772885311566,-2.3664863552609137,-2.269489357060385
b4034,-3.7141089666222658,-2.133264081148686,-2.0365052700506485
b4035,-3.522309075752745,-2.324229974738916,-2.2272531134001694
b4036,-3.6491591256518103,-2.197800332940468,-2.1009344510158154
b4037,-3.5974060732866273,-2.249336141294211,-2.152413183047045
b4039,-3.7513385880735473,-2.0963742537687313,-1.9997018658746977
b4040,-3.6828620226781026,-2.164288204982418,-2.0674719677318714
b4041,-3.779271321251589,-2.068764007673681,-1.9721723698120972
b4042,-3.7389542993873017,-2.1086352351612634,-2.011931645039759
b4043,-3.8665760778674074,-1.9830298078020443,-1.8868142040602582
b4044,-3.4451144237769378,-2.401301804052556,-2.3042921075243967
b4050,-3.4596551651814256,-2.3867794528956363,-2.2897746847275804
b4051,-3.766887450273952,-2.0809967678175156,-1.9843674453584055
b4052,-3.804993688911085,-2.043403140536833,-1.9469005676777087
b4053,-3.708061497286365,-2.139264453478939,-2.042493554350625
b4054,-3.8765012162337267,-1.9733585541150307,-1.8772011224393566
b4056,-3.803890008268539,-2.0444898569752796,-1.947983138638327
b4057,-3.7347287192955627,-2.112821207525445,-2.016107556355409
b4058,-3.7142187985557653,-2.1331551236013953,-2.036396536672611
b4059,-3.9303574568710045,-1.9212900607199803,-1.8255225539554008
b4060,-3.699317188518346,-2.147944170697186,-2.051156649809577
b4061,-3.447643513264131,-2.3987757811812913,-2.3017669067611357
b4062,-3.7463184804121243,-2.1013430405998443,-2.0046576882860676
b4063,-3.4867118619344715,-2.359762342231435,-2.2627681683637877
b4064,-3.7394838547686127,-2.1081107292913965,-2.011408420484762
b4067,-3.556049882678974,-2.2905674316954796,-2.1936113956110783
b4068,-3.583787391716287,-2.262909634284018,-2.1659747307879753
b4069,-3.7237384184210267,-2.123713972466505,-2.0269754653552137
b4070,-3.3786192792779737,-2.4677329357084568,-2.370706051648835
b4071,-3.2598055052318777,-2.5864853645454557,-2.4894419612069614
b4072,-3.160043898708926,-2.6862229919602223,-2.5891731186377207
b4073,-3.1901834738267465,-2.656089010095838,-2.5590406465749513
b4074,-3.1438289769756684,-2.702435353373642,-2.6053847888065538
b4075,-3.211686030265019,-2.634591219842945,-2.5375441425618956
b4076,-3.2338358180027824,-2.6124471420162676,-2.5154016052817827
b4079,-3.5094059942429783,-2.337107673356214,-2.240124041568836
b4085,-3.327586280965758,-2.518733367607199,-2.4216977197935927
b4086,-3.1692143689543792,-2.677054101960847,-2.580004655238033
b4087,-3.1246911621920224,-2.7215704933418983,-2.624519206530601
