mg_tu_id,mg_tss,mg_tss_strand,strain_id,strain_tss,strain_tss_strand,strain_name,strain_tu_length
ECK120010984,1638812,-1,NC_017626.1,1790754,-1,042,357
ECK120010983,2578588,1,NC_017626.1,2821612,1,042,3051
ECK120010982,4539928,-1,NC_017626.1,5164684,-1,042,2266
ECK120010981,833073,1,NC_017626.1,945583,1,042,3137
ECK120010978,3658345,1,NC_017626.1,4035146,1,042,5182
ECK120010944,200960,1,NC_017626.1,205984,1,042,1036
ECK120010970,3656960,1,NC_017626.1,4033763,1,042,607
ECK120010963,605453,-1,NC_017626.1,682890,-1,042,682
ECK120010962,712942,1,NC_017626.1,789660,1,042,2301
ECK120010961,2691123,-1,NC_017626.1,2944161,-1,042,1452
ECK120010960,1359373,-1,NC_017626.1,1493439,-1,042,1571
ECK120010955,57336,-1,NC_017626.1,59535,-1,042,4909
ECK120010954,57241,-1,NC_017626.1,61863,-1,042,2486
ECK120010953,57156,-1,NC_017626.1,61863,-1,042,2401
ECK120010951,196470,1,NC_017626.1,201494,1,042,1428
ECK120010950,2736006,1,NC_017626.1,2991909,1,042,877
ECK120010949,3247643,1,NC_017626.1,3618615,1,042,1179
ECK120010968,3658242,1,NC_017626.1,4035043,1,042,840
ECK120010942,3038834,-1,NC_017626.1,3315897,-1,042,722
ECK120010909,841648,-1,NC_017626.1,951670,-1,042,2399
ECK120010910,1544124,-1,NC_017626.1,1669386,-1,042,1452
ECK120009807,1190508,-1,NC_017626.1,1280751,-1,042,2192
ECK120010943,200455,1,NC_017626.1,205479,1,042,2893
ECK120010941,1346843,-1,NC_017626.1,1480367,-1,042,2086
ECK120010940,63358,-1,NC_017626.1,66737,-1,042,3671
ECK120010933,2551243,-1,NC_017626.1,2799167,-1,042,1597
ECK120010931,4112869,1,NC_017626.1,4585129,1,042,852
ECK120010930,1890561,-1,NC_017626.1,2061981,-1,042,609
ECK120010929,1923385,-1,NC_017626.1,2094336,-1,042,1072
ECK120010928,396553,1,NC_017626.1,456337,1,042,2413
ECK120010927,4390638,-1,NC_017626.1,4971758,-1,042,4591
ECK120010926,2753486,1,NC_017626.1,3009277,1,042,460
ECK120010925,493709,1,NC_017626.1,557960,1,042,1301
ECK120010924,2495578,1,NC_017626.1,2752088,1,042,987
ECK120010922,3581016,-1,NC_017626.1,3934814,-1,042,89
ECK120010921,787632,-1,NC_017626.1,856779,-1,042,789
ECK120010920,3219458,1,NC_017626.1,3590472,1,042,1415
ECK120010919,1800818,-1,NC_017626.1,1968550,-1,042,1456
ECK120010918,3039822,1,NC_017626.1,3317607,1,042,554
ECK120010917,3000257,1,NC_017626.1,3278224,1,042,3711
ECK120010915,137045,1,NC_017626.1,143522,1,042,1588
ECK120010914,511573,1,NC_017626.1,576776,1,042,2295
ECK120010913,2718675,1,NC_017626.1,2974618,1,042,479
ECK120010911,1544163,-1,NC_017626.1,1669386,-1,042,1491
ECK120010948,197821,1,NC_017626.1,202845,1,042,2539
ECK120010947,3201104,1,NC_017626.1,3572175,1,042,723
ECK120010946,3101744,-1,NC_017626.1,3377669,-1,042,840
ECK120010908,4467280,1,NC_017626.1,5057603,1,042,3041
ECK120009840,3515982,-1,NC_017626.1,3858728,-1,042,3348
ECK120009841,3515153,-1,NC_017626.1,3858728,-1,042,2519
ECK120010893,1244556,-1,NC_017626.1,1322934,-1,042,763
ECK120010904,141360,1,NC_017626.1,147682,1,042,607
ECK120010903,4240300,1,NC_017626.1,4720177,1,042,435
ECK120010902,3374766,1,NC_017626.1,3736560,1,042,1470
ECK120010900,2349499,-1,NC_017626.1,2620614,-1,042,678
ECK120010899,1368040,-1,NC_017626.1,1502330,-1,042,1222
ECK120010898,1367929,-1,NC_017626.1,1502330,-1,042,1111
ECK120010897,1367945,-1,NC_017626.1,1502330,-1,042,1127
ECK120010896,3086577,1,NC_017626.1,3363342,1,042,1283
ECK120010895,656083,-1,NC_017626.1,730333,-1,042,1501
ECK120010894,3679229,-1,NC_017626.1,4055194,-1,042,809
ECK120010892,1972716,-1,NC_017626.1,2139317,-1,042,6323
ECK120010877,4120406,-1,NC_017626.1,4591105,-1,042,1561
ECK120010891,3219120,-1,NC_017626.1,3588570,-1,042,1564
ECK120010890,1138351,1,NC_017626.1,1228521,1,042,2635
ECK120010889,1130165,-1,NC_017626.1,1219618,-1,042,751
ECK120009655,2687441,-1,NC_017626.1,2941560,-1,042,371
ECK120010885,1616955,1,NC_017626.1,1748765,1,042,1263
ECK120010884,4046652,-1,NC_017626.1,4517866,-1,042,982
ECK120010883,3059730,1,NC_017626.1,3336495,1,042,950
ECK120010882,4375567,1,NC_017626.1,4961544,1,042,698
ECK120009839,3516252,-1,NC_017626.1,3858728,-1,042,3618
ECK120010887,4591633,1,NC_017626.1,5192891,1,042,1688
ECK120009809,3734906,1,NC_017626.1,4114688,1,042,1252
ECK120009814,2804563,1,NC_017626.1,3066693,1,042,3563
ECK120010907,368528,-1,NC_017626.1,429288,-1,042,2100
ECK120010906,1173992,-1,NC_017626.1,1262957,-1,042,3474
ECK120010905,1174028,-1,NC_017626.1,1262957,-1,042,3510
ECK120009838,3517600,-1,NC_017626.1,3858728,-1,042,4966
ECK120009837,3519167,-1,NC_017626.1,3858728,-1,042,6533
ECK120009836,3519380,-1,NC_017626.1,3858728,-1,042,6746
ECK120009835,426055,1,NC_017626.1,487698,1,042,1731
ECK120009834,427205,1,NC_017626.1,488848,1,042,3271
ECK120009833,1084938,1,NC_017626.1,1185281,1,042,1157
ECK120009832,1084865,1,NC_017626.1,1185208,1,042,1230
ECK120009831,2255290,1,NC_017626.1,2520918,1,042,724
ECK120009830,4394035,1,NC_017626.1,4979867,1,042,10270
ECK120009829,4393937,1,NC_017626.1,4979769,1,042,10368
ECK120009827,1335424,1,NC_017626.1,1471036,1,042,3082
ECK120009826,1335781,1,NC_017626.1,1471393,1,042,2725
ECK120009825,1057984,-1,NC_017626.1,1155694,-1,042,722
ECK120009821,4201712,-1,NC_017626.1,4675684,-1,042,443
ECK120009820,1813742,-1,NC_017626.1,1982602,-1,042,321
ECK120009819,3884065,1,NC_017626.1,4319008,1,042,787
ECK120009818,2857019,1,NC_017626.1,3119750,1,042,2635
ECK120009817,890776,-1,NC_017626.1,1003874,-1,042,280
ECK120009816,2804599,1,NC_017626.1,3066729,1,042,3527
ECK120009815,2804755,1,NC_017626.1,3066886,1,042,3370
ECK120009810,3884237,1,NC_017626.1,4319180,1,042,615
ECK120010881,3639848,-1,NC_017626.1,4004711,-1,042,463
ECK120009805,121650,-1,NC_017626.1,126717,-1,042,1506
ECK120009696,2518253,-1,NC_017626.1,2773164,-1,042,251
ECK120009771,2704223,-1,NC_017626.1,2955125,-1,042,3605
ECK120009733,2710186,-1,NC_017626.1,2961830,-1,042,2864
ECK120009804,4366843,-1,NC_017626.1,4951762,-1,042,1371
ECK120009803,3558107,-1,NC_017626.1,3902153,-1,042,2274
ECK120009802,1146791,1,NC_017626.1,1239212,1,042,749
ECK120009801,1146649,1,NC_017626.1,1239070,1,042,891
ECK120009800,3883882,-1,NC_017626.1,4315091,-1,042,3734
ECK120009798,472556,1,NC_017626.1,536808,1,042,1745
ECK120009797,3667607,-1,NC_017626.1,4041717,-1,042,2682
ECK120009796,1348944,-1,NC_017626.1,1482551,-1,042,2002
ECK120009769,1237538,1,NC_017626.1,1314792,1,042,2411
ECK120009794,1230466,-1,NC_017626.1,1306738,-1,042,983
ECK120009792,961717,1,NC_017626.1,1076228,1,042,2455
ECK120009791,1011659,1,NC_017626.1,1119128,1,042,3800
ECK120009790,1011666,1,NC_017626.1,1119135,1,042,3793
ECK120009789,1298309,-1,NC_017626.1,1378764,-1,042,2863
ECK120009781,1741379,1,NC_017626.1,1910703,1,042,1182
ECK120009780,1741201,1,NC_017626.1,1910525,1,042,1360
ECK120009777,461305,1,NC_017626.1,525557,1,042,473
ECK120009776,461332,1,NC_017626.1,525584,1,042,446
ECK120009775,461395,1,NC_017626.1,525647,1,042,383
ECK120009774,461442,1,NC_017626.1,525694,1,042,336
ECK120009793,961859,1,NC_017626.1,1076370,1,042,2313
ECK120009795,1349129,-1,NC_017626.1,1482551,-1,042,2187
ECK120009765,1151575,1,NC_017626.1,1243996,1,042,1606
ECK120009737,1266899,1,NC_017626.1,1352226,1,042,2168
ECK120009754,2303577,-1,NC_017626.1,2563791,-1,042,12219
ECK120009756,3742618,-1,NC_017626.1,4121380,-1,042,934
ECK120009757,1572072,-1,NC_017626.1,1697959,-1,042,3168
ECK120009760,3561480,-1,NC_017626.1,3906074,-1,042,1727
ECK120009759,3561849,-1,NC_017626.1,3906074,-1,042,2096
ECK120009763,883649,1,NC_017626.1,997028,1,042,1288
ECK120009761,3560891,-1,NC_017626.1,3906074,-1,042,1138
ECK120009762,3560756,-1,NC_017626.1,3906074,-1,042,1003
ECK120009764,2838132,-1,NC_017626.1,3097439,-1,042,2959
ECK120009751,4365392,-1,NC_017626.1,4951309,-1,042,374
ECK120009752,961165,1,NC_017626.1,1075676,1,042,2551
ECK120009742,4640512,-1,NC_017626.1,5239864,-1,042,973
ECK120009748,1078925,-1,NC_017626.1,1173118,-1,042,4005
ECK120009747,4640681,-1,NC_017626.1,5239864,-1,042,1142
ECK120009746,4640801,-1,NC_017626.1,5239864,-1,042,1262
ECK120009745,4640688,-1,NC_017626.1,5239864,-1,042,1149
ECK120009744,4640599,-1,NC_017626.1,5239864,-1,042,1060
ECK120009743,4640535,-1,NC_017626.1,5239864,-1,042,996
ECK120009741,4640508,-1,NC_017626.1,5239864,-1,042,969
ECK120009740,3318297,-1,NC_017626.1,3686867,-1,042,266
ECK120009739,3318375,-1,NC_017626.1,3677839,-1,042,9372
ECK120009738,1267854,1,NC_017626.1,1353181,1,042,1213
ECK120009768,1237509,1,NC_017626.1,1314763,1,042,2440
ECK120009773,4200176,1,NC_017626.1,4674597,1,042,425
ECK120009772,2701813,-1,NC_017626.1,2955125,-1,042,1195
ECK120009734,1319944,-1,NC_017626.1,1452021,-1,042,3528
ECK120009678,2947382,1,NC_017626.1,3209414,1,042,376
ECK120009731,4042121,-1,NC_017626.1,4513102,-1,042,1215
ECK120009694,1992180,-1,NC_017626.1,2163882,-1,042,435
ECK120009730,4042030,-1,NC_017626.1,4513102,-1,042,1124
ECK120009729,973404,1,NC_017626.1,1087914,1,042,7382
ECK120009728,1932799,-1,NC_017626.1,2105869,-1,042,714
ECK120009727,1933109,-1,NC_017626.1,2105869,-1,042,1024
ECK120009726,4379003,-1,NC_017626.1,4963759,-1,042,1220
ECK120009725,4442261,-1,NC_017626.1,5032469,-1,042,723
ECK120009724,3600813,-1,NC_017626.1,3950393,-1,042,926
ECK120009719,3536755,-1,NC_017626.1,3880641,-1,042,2283
ECK120009718,3536639,-1,NC_017626.1,3880641,-1,042,2167
ECK120009717,3536707,-1,NC_017626.1,3880641,-1,042,2235
ECK120009716,42325,1,NC_017626.1,48867,1,042,3425
ECK120009715,34218,1,NC_017626.1,40726,1,042,477
ECK120009709,1488190,1,NC_017626.1,1612853,1,042,1481
ECK120009708,4551518,1,NC_017626.1,5170393,1,042,2843
ECK120009707,1755467,1,NC_017626.1,1924795,1,042,1643
ECK120009706,2709632,-1,NC_017626.1,2961830,-1,042,2310
ECK120009702,4606432,-1,NC_017626.1,5207348,-1,042,352
ECK120009701,4362627,-1,NC_017626.1,3387124,1,042,118
ECK120009700,3708694,-1,NC_017626.1,4089588,-1,042,285
ECK120009699,3322278,-1,NC_017626.1,3690908,-1,042,206
ECK120009698,3318297,-1,NC_017626.1,3682025,-1,042,5108
ECK120009691,1031719,-1,NC_017626.1,1139032,-1,042,168
ECK120009695,2043562,-1,NC_017626.1,2272386,-1,042,94
ECK120009689,697163,-1,NC_017626.1,772804,-1,042,774
ECK120009658,2312864,-1,NC_017626.1,2583478,-1,042,1257
ECK120009732,1932784,-1,NC_017626.1,2105869,-1,042,699
ECK120009690,926006,-1,NC_017626.1,1041705,-1,042,163
ECK120009686,4175381,1,NC_017626.1,4649774,1,042,1804
ECK120009685,3982364,1,NC_017626.1,4447784,1,042,477
ECK120009684,3215597,1,NC_017626.1,3586671,1,042,119
ECK120009682,2466308,1,NC_017626.1,2738932,1,042,75
ECK120009681,2062252,1,NC_017626.1,2317587,1,042,83
ECK120009806,2061978,-1,NC_017626.1,2316352,-1,042,962
ECK120009675,1746415,1,NC_017626.1,1915739,1,042,177
ECK120009673,564703,1,NC_017626.1,652727,1,042,96
ECK120009672,262841,1,NC_017626.1,336118,1,042,105
ECK120009671,236913,1,NC_017626.1,241983,1,042,153
ECK120009669,3344662,1,NC_017626.1,3713499,1,042,3626
ECK120009668,2023836,1,NC_017626.1,2196130,1,042,755
ECK120009667,4472745,-1,NC_017626.1,5062749,-1,042,319
ECK120009666,4472553,-1,NC_017626.1,5062749,-1,042,127
ECK120009665,2533608,1,NC_017626.1,2784632,1,042,2772
ECK120009664,2533601,1,NC_017626.1,2784625,1,042,2779
ECK120009663,2533507,1,NC_017626.1,2784531,1,042,2873
ECK120009662,2533498,1,NC_017626.1,2784522,1,042,2882
ECK120009661,2533501,1,NC_017626.1,2784525,1,042,2879
ECK120009660,3485951,-1,NC_017626.1,3831676,-1,042,537
ECK120009659,2312887,-1,NC_017626.1,2583478,-1,042,1280
ECK120009657,2430800,-1,NC_017626.1,2700068,-1,042,2770
ECK120010878,191812,1,NC_017626.1,196836,1,042,768
ECK120009656,2687526,-1,NC_017626.1,2941560,-1,042,456
ECK120009605,3192002,-1,NC_017626.1,3562787,-1,042,286
ECK120009620,3210735,1,NC_017626.1,3581809,1,042,4227
ECK120009649,4360106,-1,NC_017626.1,4825579,-1,042,3636
ECK120009645,3492335,-1,NC_017626.1,3837987,-1,042,610
ECK120009643,4518282,-1,NC_017626.1,5127413,-1,042,1518
ECK120009642,2810747,1,NC_017626.1,3073147,1,042,3407
ECK120009641,3597730,-1,NC_017626.1,3943217,-1,042,5006
ECK120009640,4277447,1,NC_017626.1,4755464,1,042,510
ECK120009639,4001194,1,NC_017626.1,4473755,1,042,1182
ECK120009637,3090275,1,NC_017626.1,3367040,1,042,848
ECK120009636,3090327,1,NC_017626.1,3367092,1,042,796
ECK120009493,2303574,-1,NC_017626.1,2563791,-1,042,12216
ECK120009634,432091,-1,NC_017626.1,493365,-1,042,995
ECK120009632,2405335,-1,NC_017626.1,2661887,-1,042,15332
ECK120009631,923210,1,NC_017626.1,1038835,1,042,2330
ECK120009630,923092,1,NC_017626.1,1038717,1,042,2448
ECK120009629,923080,1,NC_017626.1,1038705,1,042,2460
ECK120009628,2430770,-1,NC_017626.1,2700068,-1,042,2740
ECK120009627,3073823,-1,NC_017626.1,3348196,-1,042,2392
ECK120009626,2868118,-1,NC_017626.1,3127018,-1,042,1559
ECK120009625,2868782,-1,NC_017626.1,3127018,-1,042,2223
ECK120009624,2620909,-1,NC_017626.1,2861889,-1,042,2038
ECK120009623,3212688,1,NC_017626.1,3583762,1,042,2274
ECK120009633,432245,-1,NC_017626.1,493365,-1,042,1149
ECK120009619,3210712,1,NC_017626.1,3581786,1,042,4250
ECK120009613,2406656,-1,NC_017626.1,2677586,-1,042,953
ECK120009579,2798536,-1,NC_017626.1,3058350,-1,042,444
ECK120009614,4354797,-1,NC_017626.1,4822309,-1,042,1597
ECK120009612,3600870,-1,NC_017626.1,3950393,-1,042,983
ECK120009611,3601003,-1,NC_017626.1,3950393,-1,042,1116
ECK120009610,1194961,1,NC_017626.1,1287396,1,042,1412
ECK120009609,2850839,1,NC_017626.1,3113104,1,042,3482
ECK120009608,2659524,-1,NC_017626.1,2911179,-1,042,3018
ECK120009606,2734205,-1,NC_017626.1,2987461,-1,042,2647
ECK120011053,255809,-1,NC_017626.1,328312,-1,042,1550
ECK120009604,456646,1,NC_017626.1,520898,1,042,2109
ECK120009603,12144,1,NC_017626.1,13581,1,042,3154
ECK120009602,12123,1,NC_017626.1,13560,1,042,3175
ECK120009600,2001819,-1,NC_017626.1,2171677,-1,042,2278
ECK120009599,3327731,-1,NC_017626.1,3693778,-1,042,2789
ECK120009597,2750747,-1,NC_017626.1,3005907,-1,042,631
ECK120009593,3867518,-1,NC_017626.1,4301412,-1,042,1049
ECK120009588,495084,1,NC_017626.1,559335,1,042,1945
ECK120009587,495075,1,NC_017626.1,559326,1,042,1954
ECK120009586,1912618,-1,NC_017626.1,2083675,-1,042,966
ECK120009585,4189753,1,NC_017626.1,4664026,1,042,596
ECK120009584,1822283,-1,NC_017626.1,1990834,-1,042,418
ECK120009583,4467271,-1,NC_017626.1,5056607,-1,042,987
ECK120009581,2798578,-1,NC_017626.1,3058350,-1,042,486
ECK120009580,2798556,-1,NC_017626.1,3058350,-1,042,464
ECK120009622,3212637,1,NC_017626.1,3583711,1,042,2325
ECK120009621,3212473,1,NC_017626.1,3583547,1,042,2489
ECK120009578,1981651,-1,NC_017626.1,2152244,-1,042,1555
ECK120009577,1103859,1,NC_017626.1,1194060,1,042,1434
ECK120009564,954493,-1,NC_017626.1,1065718,-1,042,3286
ECK120009574,1063833,-1,NC_017626.1,1160923,-1,042,1283
ECK120009573,454434,1,NC_017626.1,518686,1,042,431
ECK120009572,2413459,1,NC_017626.1,2685341,1,042,1213
ECK120009571,953925,-1,NC_017626.1,1065718,-1,042,2718
ECK120009570,953851,-1,NC_017626.1,1065718,-1,042,2644
ECK120009569,953741,-1,NC_017626.1,1065718,-1,042,2534
ECK120009568,953641,-1,NC_017626.1,1065718,-1,042,2434
ECK120009567,953579,-1,NC_017626.1,1065718,-1,042,2372
ECK120009566,954814,-1,NC_017626.1,1065718,-1,042,3607
ECK120009565,954503,-1,NC_017626.1,1065718,-1,042,3296
ECK120009562,3731069,1,NC_017626.1,4110851,1,042,5089
ECK120009541,1946024,-1,NC_017626.1,2118002,-1,042,1810
ECK120009557,4252443,1,NC_017626.1,4730431,1,042,1445
ECK120009556,3206424,1,NC_017626.1,3577497,1,042,3064
ECK120009554,1802733,-1,NC_017626.1,1969223,-1,042,2698
ECK120009551,2870686,-1,NC_017626.1,3129352,-1,042,1793
ECK120009549,3377569,-1,NC_017626.1,3738043,-1,042,1321
ECK120009547,136940,-1,NC_017626.1,141233,-1,042,2184
ECK120009546,161515,-1,NC_017626.1,166141,-1,042,1366
ECK120009545,957595,1,NC_017626.1,1072106,1,042,2500
ECK120009543,3761297,-1,NC_017626.1,4143320,-1,042,3280
ECK120009542,4177177,1,NC_017626.1,4651570,1,042,1179
ECK120009540,3210646,1,NC_017626.1,3581720,1,042,4316
ECK120009653,2001808,-1,NC_017626.1,2171677,-1,042,2267
ECK120009537,3442565,-1,NC_017626.1,3800949,-1,042,2984
ECK120009497,2868829,-1,NC_017626.1,3127018,-1,042,2270
ECK120009576,1343369,-1,NC_017626.1,1478720,-1,042,259
ECK120009575,1343476,-1,NC_017626.1,1478720,-1,042,366
ECK120009535,3453442,-1,NC_017626.1,3809635,-1,042,5175
ECK120009534,4425025,1,NC_017626.1,5015980,1,042,1532
ECK120009533,189712,1,NC_017626.1,194736,1,042,2026
ECK120009532,3822077,1,NC_017626.1,4222597,1,042,5214
ECK120009530,2710087,-1,NC_017626.1,2961830,-1,042,2765
ECK120009528,3884111,1,NC_017626.1,4319054,1,042,741
ECK120009527,3811995,-1,NC_017626.1,4191615,-1,042,786
ECK120009526,3333516,-1,NC_017626.1,3701699,-1,042,654
ECK120009525,3448222,-1,NC_017626.1,3803986,-1,042,5604
ECK120009524,3378672,-1,NC_017626.1,3739551,-1,042,916
ECK120009522,3816580,-1,NC_017626.1,4195502,-1,042,1485
ECK120009520,2704223,-1,NC_017626.1,2956988,-1,042,1742
ECK120009515,2315695,1,NC_017626.1,2587566,1,042,1132
ECK120009514,1368038,1,NC_017626.1,1503550,1,042,1965
ECK120009510,893736,1,NC_017626.1,1007114,1,042,4184
ECK120009507,1190483,-1,NC_017626.1,1280751,-1,042,2167
ECK120009502,3407351,1,NC_017626.1,3768875,1,042,2691
ECK120009501,149630,-1,NC_017626.1,154600,-1,042,1685
ECK120009500,1982465,-1,NC_017626.1,2152244,-1,042,2369
ECK120009499,3318175,-1,NC_017626.1,3682025,-1,042,4986
ECK120009498,2405162,-1,NC_017626.1,2661887,-1,042,15159
ECK120009536,3474621,-1,NC_017626.1,3816407,-1,042,4476
ECK120009492,3401129,-1,NC_017626.1,3759902,-1,042,2751
ECK120009490,866394,-1,NC_017626.1,976806,-1,042,2014
ECK120009381,1619093,1,NC_017626.1,1750903,1,042,1114
ECK120009491,1977302,-1,NC_017626.1,2145695,-1,042,4530
ECK120009451,4601615,-1,NC_017626.1,5200889,-1,042,1995
ECK120009489,795062,1,NC_017626.1,865000,1,042,2550
ECK120009488,816827,1,NC_017626.1,927381,1,042,2920
ECK120009485,1109278,1,NC_017626.1,1199479,1,042,4282
ECK120009483,2966121,-1,NC_017626.1,3226355,-1,042,1801
ECK120009481,3808516,1,NC_017626.1,4188922,1,042,1788
ECK120009479,21383,1,NC_017626.1,27928,1,042,5859
ECK120009478,3146363,-1,NC_017626.1,3503904,-1,042,6647
ECK120009477,1031984,1,NC_017626.1,1139465,1,042,5650
ECK120009476,4122354,-1,NC_017626.1,4592628,-1,042,1986
ECK120009474,2089965,1,NC_017626.1,2355755,1,042,7260
ECK120009471,3656791,-1,NC_017626.1,4032058,-1,042,1536
ECK120009470,3725354,-1,NC_017626.1,4102065,-1,042,3063
ECK120009468,3192012,-1,NC_017626.1,3562787,-1,042,296
ECK120009466,3327760,-1,NC_017626.1,3693778,-1,042,2818
ECK120009465,2019584,1,NC_017626.1,2191877,1,042,4095
ECK120009464,2013205,1,NC_017626.1,2185498,1,042,6308
ECK120009463,2003817,1,NC_017626.1,2176120,1,042,2348
ECK120009461,1130885,-1,NC_017626.1,1219618,-1,042,1472
ECK120009460,612687,1,NC_017626.1,689960,1,042,6699
ECK120009459,3540057,1,NC_017626.1,3886226,1,042,2907
ECK120009456,1148516,1,NC_017626.1,1240937,1,042,2888
ECK120009450,12048,1,NC_017626.1,13484,1,042,3251
ECK120009455,3152014,-1,NC_017626.1,3514740,-1,042,1462
ECK120009448,3433650,1,NC_017626.1,3795018,1,042,1511
ECK120009415,3792577,-1,NC_017626.1,4173697,-1,042,2257
ECK120009654,3210646,1,NC_017626.1,3581720,1,042,426
ECK120009449,3883961,-1,NC_017626.1,4315091,-1,042,3813
ECK120009446,2599784,-1,NC_017626.1,2840806,-1,042,1981
ECK120009445,1237525,1,NC_017626.1,1314779,1,042,2424
ECK120009444,931031,-1,NC_017626.1,1043336,-1,042,3557
ECK120009443,4635477,1,NC_017626.1,5235804,1,042,4093
ECK120009442,2065874,-1,NC_017626.1,2318723,-1,042,2486
ECK120009441,456577,1,NC_017626.1,520829,1,042,2178
ECK120009438,1821726,-1,NC_017626.1,1985356,-1,042,5339
ECK120009437,42037,-1,NC_017626.1,41322,-1,042,7256
ECK120009433,3922525,-1,NC_017626.1,4381068,-1,042,7017
ECK120009427,118703,1,NC_017626.1,125276,1,042,1432
ECK120009426,4393677,1,NC_017626.1,4979509,1,042,10628
ECK120009425,4340556,-1,NC_017626.1,4808962,-1,042,2345
ECK120009424,3413702,1,NC_017626.1,3775226,1,042,4475
ECK120009423,485698,-1,NC_017626.1,545505,-1,042,4444
ECK120009422,2434015,-1,NC_017626.1,2705365,-1,042,1052
ECK120009421,3405140,1,NC_017626.1,3766664,1,042,2162
ECK120009420,208411,1,NC_017626.1,213435,1,042,1169
ECK120009419,3546405,1,NC_017626.1,3892780,1,042,1470
ECK120009418,3577645,-1,NC_017626.1,3929575,-1,042,1957
ECK120009417,1934713,-1,NC_017626.1,2105869,-1,042,2628
ECK120009416,4154897,-1,NC_017626.1,4628340,-1,042,1201
ECK120009414,3058456,-1,NC_017626.1,3333943,-1,042,1278
ECK120015476,4605694,-1,NC_017626.1,5206144,-1,042,819
ECK120009452,3707870,-1,NC_017626.1,4082876,-1,042,6005
ECK120009412,1301085,1,NC_017626.1,1383204,1,042,5683
ECK120009379,4114499,-1,NC_017626.1,4585986,-1,042,773
ECK120009395,3086048,-1,NC_017626.1,3359642,-1,042,3171
ECK120009408,4132546,1,NC_017626.1,4607495,1,042,960
ECK120009407,2352451,-1,NC_017626.1,2624838,-1,042,2516
ECK120009406,4031013,-1,NC_017626.1,4499979,-1,042,3404
ECK120009404,4466210,-1,NC_017626.1,5053376,-1,042,3156
ECK120009403,1058056,1,NC_017626.1,1156488,1,042,4342
ECK120009401,102867,1,NC_017626.1,109559,1,042,3589
ECK120009400,1936376,-1,NC_017626.1,2108623,-1,042,1537
ECK120009399,4100566,-1,NC_017626.1,4570316,-1,042,1075
ECK120009397,3933322,1,NC_017626.1,4398882,1,042,5897
ECK120009396,2634107,-1,NC_017626.1,2873924,-1,042,3203
ECK120009394,1262177,-1,NC_017626.1,1346223,-1,042,1282
ECK120009380,2250806,1,NC_017626.1,2516434,1,042,891
ECK120009391,17458,1,NC_017626.1,17546,1,042,2162
ECK120009389,1298413,-1,NC_017626.1,1378764,-1,042,2967
ECK120009388,354884,1,NC_017626.1,417962,1,042,2570
ECK120009387,1901933,1,NC_017626.1,2073956,1,042,2813
ECK120009386,990414,-1,NC_017626.1,1103478,-1,042,1260
ECK120009385,2710357,1,NC_017626.1,2964865,1,042,1685
ECK120009384,3772188,1,NC_017626.1,4149274,1,042,4229
ECK120009383,2685574,-1,NC_017626.1,2938565,-1,042,1499
ECK120009382,3152075,1,NC_017626.1,3516263,1,042,1348
ECK120009378,1699228,-1,NC_017626.1,1867460,-1,042,1092
ECK120009413,1896809,1,NC_017626.1,2068838,1,042,1522
ECK120009377,2978950,1,NC_017626.1,3240986,1,042,1006
