locus_tag,Unnamed: 0,name,strand,tss,sigma_factor,box_10_left,box_10_right,box_35_left,box_35_right,left,right
ECK120009130,233,hemN,1.0,4051943.0,Sigma70,4051931.0,4051936.0,4051910.0,4051915.0,4051943.0,4053418.0
ECK120009131,234,katE,1.0,1813814.0,Sigma38,1813796.0,1813806.0,1813776.0,1813781.0,1813814.0,1816282.0
ECK120009132,235,lpp,1.0,1757383.0,Sigma70,1757371.0,1757377.0,1757347.0,1757353.0,1757383.0,1757657.0
ECK120009133,236,rep,1.0,3960647.0,Sigma70,3960638.0,3960643.0,3960615.0,3960620.0,3960647.0,3962698.0
ECK120009134,237,sbcB,1.0,2082728.0,Sigma70,2082717.0,2082723.0,2082696.0,2082702.0,2082728.0,2084183.0
ECK120009135,238,ung,1.0,2716738.0,Sigma70,2716718.0,2716724.0,2716696.0,2716702.0,2716738.0,2717443.0
ECK120009136,239,gltX,-1.0,2520776.0,Sigma70,2520782.0,2520787.0,2520805.0,2520810.0,2519208.0,2520776.0
ECK120009137,240,gltX,-1.0,2520784.0,Sigma70,2520791.0,2520796.0,2520814.0,2520819.0,2519208.0,2520784.0
ECK120009138,241,ssb,1.0,4274080.0,Sigma70,4274072.0,4274077.0,4274050.0,4274055.0,4274080.0,4274661.0
ECK120009139,242,ssb,1.0,4274092.0,Sigma70,4274086.0,4274091.0,4274062.0,4274067.0,4274092.0,4274661.0
ECK120009141,243,kbaZ-agaVWA,1.0,3278866.0,Sigma70,3278857.0,3278862.0,3278831.0,3278836.0,3278866.0,3281625.0
ECK120009142,244,agaR,-1.0,3278703.0,Sigma70,3278704.0,3278709.0,3278726.0,3278731.0,3277856.0,3278703.0
ECK120009143,245,agaSYBCDI,1.0,3281889.0,Sigma70,3281873.0,3281878.0,3281852.0,3281857.0,3281889.0,3287025.0
ECK120009144,246,speB,-1.0,3083946.0,Sigma38,3083953.0,3083963.0,3083974.0,3083979.0,3082877.0,3083946.0
ECK120009145,247,ssuEADCB,-1.0,997563.0,Sigma70,997569.0,997574.0,997592.0,997597.0,993277.0,997563.0
ECK120009146,248,,-1.0,4624799.0,Sigma70,4624804.0,4624810.0,4624827.0,4624833.0,4623101.0,4624799.0
ECK120009147,249,tyrP,1.0,1989502.0,Sigma70,1989488.0,1989494.0,1989460.0,1989466.0,1989502.0,1990892.0
ECK120009148,250,aceEF,1.0,122969.0,"Sigma70, Sigma38",122956.0,122961.0,122934.0,122939.0,122969.0,127619.0
ECK120009149,252,atpBEFHAGDC,-1.0,3922270.0,Sigma70,3922273.0,3922279.0,3922302.0,3922308.0,3915508.0,3922270.0
ECK120009150,253,atpBEFHAGDC,-1.0,3922134.0,,,,,,3915508.0,3922134.0
ECK120009152,254,deoBD,1.0,4619567.0,Sigma70,4619555.0,4619560.0,,,4619567.0,4621659.0
ECK120009153,255,dnaQ,1.0,235934.0,Sigma70,235925.0,235931.0,235903.0,235909.0,235934.0,236798.0
ECK120009154,256,dnaQ,1.0,236017.0,Sigma70,236009.0,236015.0,235984.0,235990.0,236017.0,236798.0
ECK120009155,257,glnHPQ,-1.0,848198.0,Sigma70,848202.0,848208.0,848228.0,848234.0,845741.0,848198.0
ECK120009156,258,hisBHAFI,1.0,2093360.0,Sigma70,2093354.0,2093359.0,2093328.0,2093333.0,2093360.0,2097225.0
ECK120009157,259,ilvA,1.0,3955235.0,Sigma70,3955224.0,3955230.0,3955204.0,3955210.0,3955235.0,3957123.0
ECK120009158,260,umpH,-1.0,700352.0,Sigma70,700359.0,700365.0,700382.0,700388.0,699574.0,700352.0
ECK120009159,261,pheLA,1.0,2737579.0,Sigma70,2737568.0,2737573.0,2737544.0,2737549.0,2737579.0,2738940.0
ECK120009160,262,pnp,-1.0,3311326.0,Sigma70,3311331.0,3311336.0,3311353.0,3311358.0,3308999.0,3311326.0
ECK120009161,263,rplT,-1.0,1799763.0,Sigma70,1799769.0,1799775.0,1799791.0,1799797.0,1799363.0,1799763.0
ECK120009163,264,rpsO-pnp,-1.0,3311786.0,Sigma70,3311792.0,3311798.0,3311815.0,3311821.0,3308999.0,3311786.0
ECK120009164,265,ruvAB,-1.0,1946016.0,Sigma70,1946021.0,1946027.0,1946052.0,1946058.0,1944219.0,1946016.0
ECK120009165,266,ptrA,-1.0,2959011.0,Sigma70,2959017.0,2959022.0,2959040.0,2959045.0,2955996.0,2959011.0
ECK120009166,267,rnhA,-1.0,236041.0,Sigma70,236045.0,236051.0,236073.0,236079.0,235535.0,236041.0
ECK120009167,268,uvrYC,-1.0,1995406.0,Sigma70,1995410.0,1995415.0,1995433.0,1995438.0,1992874.0,1995406.0
ECK120009168,269,valS,-1.0,4483919.0,Sigma70,4483921.0,4483926.0,4483948.0,4483953.0,4480932.0,4483919.0
ECK120009169,270,sdhDAB,1.0,755404.0,Sigma70,755392.0,755397.0,755367.0,755372.0,755404.0,758450.0
ECK120009170,271,cstA,1.0,629873.0,Sigma70,629859.0,629864.0,629832.0,629837.0,629873.0,632091.0
ECK120009171,272,cstA,1.0,629864.0,Sigma70,629852.0,629857.0,629825.0,629830.0,629864.0,632091.0
ECK120009172,273,cstA,1.0,629855.0,Sigma70,629844.0,629850.0,629822.0,629828.0,629855.0,632091.0
ECK120009173,274,ilvIH,1.0,85453.0,Sigma70,85439.0,85444.0,85416.0,85421.0,85453.0,87848.0
ECK120009174,275,ilvIH,1.0,85420.0,Sigma70,85407.0,85412.0,85384.0,85389.0,85420.0,87848.0
ECK120009175,276,ilvIH,1.0,85540.0,Sigma70,85525.0,85531.0,85505.0,85511.0,85540.0,87848.0
ECK120009176,277,yhfG-fic-pabA,-1.0,3491648.0,Sigma38,3491654.0,3491659.0,,,3490266.0,3491648.0
ECK120009177,278,lepAB,-1.0,2707196.0,Sigma70,2707199.0,2707205.0,2707223.0,2707229.0,2704335.0,2707196.0
ECK120009178,279,gcd,-1.0,141279.0,Sigma70,141290.0,141296.0,141312.0,141318.0,138801.0,141279.0
ECK120009179,280,rpoBC,1.0,4181063.0,Sigma70,4181050.0,4181056.0,4181029.0,4181035.0,4181063.0,4189613.0
ECK120009181,281,hcp-hcr,-1.0,913845.0,Sigma70,913853.0,913859.0,913876.0,913882.0,911182.0,913845.0
ECK120009182,282,uvrD,1.0,3997971.0,,,,,,3997971.0,4000177.0
ECK120009183,283,uvrB,1.0,813152.0,Sigma70,813140.0,813145.0,813117.0,813122.0,813152.0,815547.0
ECK120009185,284,yzfA,-1.0,4448294.0,Sigma70,4448294.0,4448300.0,4448324.0,4448330.0,4447976.0,4448294.0
ECK120009186,285,galR,1.0,2976569.0,Sigma70,2976557.0,2976562.0,2976534.0,2976539.0,2976569.0,2977630.0
ECK120009187,286,lpxL,-1.0,1116709.0,Sigma70,1116714.0,1116720.0,1116736.0,1116742.0,1115662.0,1116709.0
ECK120009188,287,yceA,1.0,1116772.0,Sigma70,1116759.0,1116765.0,1116739.0,1116745.0,1116772.0,1117859.0
ECK120009189,288,mraZW-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ-lpxC,1.0,89596.0,Sigma70,89588.0,89593.0,89563.0,89568.0,89596.0,107474.0
ECK120009190,289,sohB,1.0,1329284.0,"Sigma70, Sigma38",1329276.0,1329281.0,1329254.0,1329259.0,1329284.0,1330381.0
ECK120009191,291,sohB,1.0,1329301.0,Sigma70,1329290.0,1329295.0,1329263.0,1329268.0,1329301.0,1330381.0
ECK120009192,292,mpl,1.0,4455728.0,"Sigma38, Sigma70",4455706.0,4455716.0,4455690.0,4455695.0,4455728.0,4457158.0
ECK120009193,294,mpl,1.0,4455760.0,Sigma70,4455749.0,4455754.0,4455726.0,4455731.0,4455760.0,4457158.0
ECK120009194,295,aceBAK,1.0,4215402.0,Sigma70,4215391.0,4215396.0,4215369.0,4215374.0,4215402.0,4220332.0
ECK120009195,296,alkA,-1.0,2147559.0,"Sigma38, Sigma70",2147566.0,2147576.0,2147588.0,2147593.0,2146692.0,2147559.0
ECK120009196,298,araC,1.0,70241.0,Sigma70,70233.0,70238.0,70207.0,70212.0,70241.0,71265.0
ECK120009197,299,argCBH,1.0,4154885.0,Sigma70,4154871.0,4154876.0,4154850.0,4154855.0,4154885.0,4158223.0
ECK120009198,300,argF,-1.0,290340.0,Sigma70,290350.0,290355.0,290371.0,290376.0,289301.0,290340.0
ECK120009199,301,argI,-1.0,4478344.0,Sigma70,4478354.0,4478359.0,4478375.0,4478380.0,4477307.0,4478344.0
ECK120009200,302,argR,1.0,3384677.0,Sigma70,3384668.0,3384673.0,3384642.0,3384647.0,3384677.0,3385173.0
ECK120009201,303,aroF-tyrA,-1.0,2741201.0,Sigma70,2741208.0,2741213.0,2741230.0,2741235.0,2738912.0,2741201.0
ECK120009202,304,aroG,1.0,785591.0,Sigma70,785580.0,785585.0,785557.0,785562.0,785591.0,786821.0
ECK120009203,305,aroH,1.0,1788318.0,Sigma70,1788308.0,1788313.0,1788286.0,1788291.0,1788318.0,1789510.0
ECK120009204,306,aroL-yaiA-aroM,1.0,406280.0,Sigma70,406265.0,406270.0,406243.0,406248.0,406280.0,408105.0
ECK120009205,307,aroP,-1.0,121671.0,Sigma70,121683.0,121688.0,121706.0,121711.0,120144.0,121671.0
ECK120009206,308,bioA,-1.0,809292.0,Sigma70,809298.0,809303.0,809319.0,809324.0,807968.0,809292.0
ECK120009207,309,cirA,-1.0,2246942.0,Sigma70,2246950.0,2246955.0,2246973.0,2246978.0,2244778.0,2246942.0
ECK120009208,310,cirA,-1.0,2246929.0,Sigma70,2246938.0,2246943.0,2246961.0,2246966.0,2244778.0,2246929.0
ECK120009209,311,cyaA,1.0,3990999.0,Sigma70,3990987.0,3990992.0,3990964.0,3990969.0,3990999.0,3993699.0
ECK120009210,312,deoCABD,1.0,4616679.0,Sigma70,4616667.0,4616672.0,4616642.0,4616647.0,4616679.0,4621659.0
ECK120009211,313,deoCABD,1.0,4617278.0,Sigma70,4617266.0,4617271.0,4617240.0,4617245.0,4617278.0,4621659.0
ECK120009212,314,dmsABC,1.0,940823.0,Sigma70,940810.0,940815.0,940788.0,940793.0,940823.0,944896.0
ECK120009213,315,fhuACDB,1.0,167442.0,Sigma70,167430.0,167435.0,167409.0,167414.0,167442.0,173444.0
ECK120009214,316,dusB-fis,1.0,3410246.0,Sigma70,3410235.0,3410240.0,3410212.0,3410217.0,3410246.0,3411626.0
ECK120009215,317,fnr,-1.0,1399552.0,Sigma70,1399559.0,1399564.0,1399582.0,1399587.0,1398774.0,1399552.0
ECK120009216,318,frdABCD,-1.0,4382412.0,"Sigma70, Sigma38",4382424.0,4382429.0,4382445.0,4382450.0,4378966.0,4382412.0
ECK120009217,320,galS,-1.0,2241710.0,Sigma70,2241718.0,2241723.0,2241745.0,2241750.0,2240628.0,2241710.0
ECK120009218,321,galETKM,-1.0,792081.0,"Sigma70, Sigma38",792093.0,792098.0,792117.0,792122.0,787763.0,792081.0
ECK120009219,323,galETKM,-1.0,792086.0,Sigma70,792093.0,792098.0,792117.0,792122.0,787797.0,792086.0
ECK120009220,324,glnALG,-1.0,4058222.0,Sigma70,4058233.0,4058238.0,4058255.0,4058260.0,4053869.0,4058222.0
ECK120009221,325,glnLG,-1.0,4056371.0,Sigma70,4056377.0,4056382.0,4056402.0,4056407.0,4053869.0,4056371.0
ECK120009222,326,glnALG,-1.0,4058107.0,Sigma54,4058117.0,4058121.0,4058128.0,4058133.0,4053869.0,4058107.0
ECK120009223,327,glpABC,1.0,2352583.0,Sigma70,2352575.0,2352580.0,2352551.0,2352556.0,2352583.0,2356752.0
ECK120009224,328,glpD,1.0,3561971.0,Sigma70,3561958.0,3561963.0,3561935.0,3561940.0,3561971.0,3563518.0
ECK120009225,329,ivbL-ilvBN,-1.0,3853023.0,Sigma70,3853034.0,3853039.0,3853061.0,3853066.0,3850746.0,3853023.0
ECK120009226,330,ilvY,-1.0,3957867.0,"Sigma70, Sigma38",3957871.0,3957876.0,3957894.0,3957899.0,3956883.0,3957867.0
ECK120009227,332,katG,1.0,4133812.0,Sigma70,4133799.0,4133804.0,4133775.0,4133780.0,4133812.0,4136015.0
ECK120009228,333,kdpFABC,-1.0,728849.0,Sigma70,728856.0,728861.0,728882.0,728887.0,724407.0,728849.0
ECK120009229,334,lacZYA,-1.0,366343.0,Sigma70,366350.0,366355.0,366374.0,366379.0,361140.0,366343.0
ECK120009230,335,lexA-dinF,1.0,4257087.0,Sigma70,4257075.0,4257080.0,4257052.0,4257057.0,4257087.0,4259121.0
ECK120009231,336,malEFG,-1.0,4246464.0,Sigma70,4246467.0,4246472.0,4246494.0,4246499.0,4242539.0,4246464.0
ECK120009232,337,malPQ,-1.0,3552510.0,Sigma70,3552517.0,3552522.0,3552543.0,3552548.0,3547986.0,3552510.0
ECK120009233,338,melR,-1.0,4341650.0,Sigma70,4341657.0,4341662.0,4341684.0,4341689.0,4340720.0,4341650.0
ECK120009234,339,metA,1.0,4214233.0,Sigma32,4214225.0,4214230.0,4214206.0,4214211.0,4214233.0,4215209.0
ECK120009235,340,metH,1.0,4223783.0,Sigma70,4223776.0,4223781.0,4223752.0,4223757.0,4223783.0,4227511.0
ECK120009236,341,nagBACD,-1.0,703708.0,Sigma70,703714.0,703719.0,703741.0,703746.0,699574.0,703708.0
ECK120009237,342,narGHJI,1.0,1279807.0,Sigma70,1279795.0,1279800.0,1279773.0,1279778.0,1279807.0,1286579.0
ECK120009238,343,narK,1.0,1277932.0,Sigma70,1277919.0,1277924.0,1277893.0,1277898.0,1277932.0,1279348.0
ECK120009239,344,nirBDC-cysG,1.0,3493987.0,Sigma70,3493974.0,3493979.0,3493948.0,3493953.0,3493987.0,3499201.0
ECK120009240,345,nrdAB-yfaE,1.0,2344755.0,Sigma70,2344746.0,2344751.0,2344723.0,2344728.0,2344755.0,2348768.0
ECK120009241,346,ompA,-1.0,1020191.0,Sigma70,1020194.0,1020199.0,1020216.0,1020221.0,1019013.0,1020191.0
ECK120009242,347,ompC,-1.0,2312830.0,Sigma70,2312835.0,2312840.0,2312858.0,2312863.0,2311610.0,2312830.0
ECK120009243,348,ompF,-1.0,987092.0,"Sigma38, Sigma70",987099.0,987104.0,987123.0,987128.0,985831.0,987092.0
ECK120009244,349,oxyR,1.0,4158457.0,"Sigma38, Sigma70",4158439.0,4158449.0,4158420.0,4158425.0,4158457.0,4159407.0
ECK120009245,351,phoA-psiF,1.0,401707.0,Sigma70,401695.0,401700.0,401672.0,401677.0,401707.0,403601.0
ECK120009246,352,phoBR,1.0,417101.0,Sigma70,417089.0,417094.0,417063.0,417068.0,417101.0,419245.0
ECK120009247,353,hflD-purB,-1.0,1192686.0,Sigma70,1192695.0,1192700.0,1192717.0,1192722.0,1190616.0,1192686.0
ECK120009248,354,purC,-1.0,2597781.0,Sigma70,2597788.0,2597793.0,2597815.0,2597820.0,2596905.0,2597781.0
ECK120009249,355,purHD,-1.0,4207627.0,Sigma70,4207634.0,4207639.0,4207656.0,4207661.0,4204642.0,4207627.0
ECK120009250,356,purL,-1.0,2695589.0,Sigma70,2695597.0,2695602.0,2695620.0,2695625.0,2691656.0,2695589.0
ECK120009251,357,purMN,1.0,2621153.0,Sigma70,2621141.0,2621146.0,2621117.0,2621122.0,2621153.0,2622872.0
ECK120009252,358,purR,1.0,1737689.0,Sigma70,1737675.0,1737680.0,1737652.0,1737657.0,1737689.0,1738869.0
ECK120009253,359,pyrC,-1.0,1122643.0,Sigma70,1122652.0,1122657.0,1122679.0,1122684.0,1121561.0,1122643.0
ECK120009254,360,pyrD,1.0,1004732.0,Sigma70,1004724.0,1004729.0,1004701.0,1004706.0,1004732.0,1005778.0
ECK120009255,361,recA,-1.0,2823819.0,Sigma70,2823825.0,2823830.0,2823847.0,2823852.0,2822670.0,2823819.0
ECK120009256,362,rhaSR,1.0,4097711.0,"Sigma70, Sigma38",4097699.0,4097704.0,4097672.0,4097677.0,4097711.0,4099494.0
ECK120009257,364,sodA,1.0,4100759.0,Sigma70,4100747.0,4100752.0,4100726.0,4100731.0,4100759.0,4101522.0
ECK120009258,365,ssb,1.0,4274011.0,Sigma70,4274003.0,4274008.0,4273980.0,4273985.0,4274011.0,4274661.0
ECK120009259,366,sulA,-1.0,1020947.0,Sigma70,1020956.0,1020961.0,1020979.0,1020984.0,1020410.0,1020947.0
ECK120009260,367,trpLEDCBA,-1.0,1323108.0,Sigma70,1323115.0,1323120.0,1323139.0,1323144.0,1316383.0,1323108.0
ECK120009261,368,tyrR,1.0,1386692.0,Sigma70,1386679.0,1386684.0,1386656.0,1386661.0,1386692.0,1388301.0
ECK120009262,369,uvrA,-1.0,4273936.0,Sigma70,4273939.0,4273944.0,4273960.0,4273965.0,4271007.0,4273936.0
ECK120009263,370,uvrB,1.0,813462.0,Sigma70,813450.0,813455.0,813429.0,813434.0,813462.0,815547.0
ECK120009264,371,uvrD,1.0,3997907.0,Sigma70,3997895.0,3997900.0,3997873.0,3997878.0,3997907.0,4000177.0
ECK120009265,372,ada-alkB,-1.0,2310427.0,"Sigma38, Sigma70",2310430.0,2310440.0,2310454.0,2310459.0,2308691.0,2310427.0
ECK120009266,374,alkB,-1.0,2309445.0,Sigma70,2309453.0,2309458.0,2309474.0,2309479.0,2308691.0,2309445.0
ECK120009267,375,ahpCF,1.0,638921.0,Sigma70,638908.0,638913.0,638884.0,638889.0,638921.0,641318.0
ECK120009268,376,ansB,-1.0,3100751.0,Sigma70,3100759.0,3100764.0,3100785.0,3100790.0,3099654.0,3100751.0
ECK120009269,377,araE,-1.0,2982208.0,Sigma70,2982217.0,2982222.0,2982242.0,2982247.0,2980764.0,2982208.0
ECK120009270,378,cysB,1.0,1333788.0,Sigma70,1333776.0,1333781.0,1333753.0,1333758.0,1333788.0,1334874.0
ECK120009271,379,cysJIH,-1.0,2891964.0,Sigma70,2891970.0,2891975.0,2891994.0,2891999.0,2887578.0,2891964.0
ECK120009272,380,cysK,1.0,2532377.0,Sigma70,2532364.0,2532369.0,2532338.0,2532343.0,2532377.0,2533424.0
ECK120009273,381,fadL,1.0,2461205.0,Sigma38,2461188.0,2461198.0,2461168.0,2461173.0,2461205.0,2462646.0
ECK120009274,382,ilvIH,1.0,85600.0,Sigma70,85586.0,85591.0,85563.0,85568.0,85600.0,87848.0
ECK120009275,383,purEK,-1.0,553142.0,Sigma70,553150.0,553155.0,553172.0,553177.0,551527.0,553142.0
ECK120009276,384,rpoH,-1.0,3600849.0,Sigma70,3600856.0,3600861.0,3600883.0,3600888.0,3599887.0,3600849.0
ECK120009277,385,rpoH,-1.0,3600863.0,Sigma70,3600871.0,3600876.0,3600894.0,3600899.0,3599887.0,3600863.0
ECK120009278,386,tnaCAB,1.0,3888411.0,Sigma70,3888397.0,3888402.0,3888370.0,3888375.0,3888411.0,3888509.0
ECK120009279,387,phoE,-1.0,260158.0,Sigma70,260166.0,260171.0,260187.0,260192.0,259045.0,260158.0
ECK120009280,388,tyrB,1.0,4267082.0,Sigma70,4267070.0,4267075.0,4267046.0,4267051.0,4267082.0,4268340.0
ECK120009281,389,tyrP,1.0,1989645.0,Sigma70,1989630.0,1989635.0,1989607.0,1989612.0,1989645.0,1990892.0
ECK120009282,390,glnB,-1.0,2687503.0,Sigma70,2687512.0,2687517.0,2687536.0,2687541.0,2687070.0,2687503.0
ECK120009283,391,ilvC,1.0,3957912.0,Sigma70,3957904.0,3957909.0,3957881.0,3957886.0,3957912.0,3959445.0
ECK120009284,392,malT,1.0,3553024.0,Sigma70,3553012.0,3553017.0,3552989.0,3552994.0,3553024.0,3555820.0
ECK120009285,393,fabA,-1.0,1016498.0,Sigma70,1016504.0,1016509.0,1016527.0,1016532.0,1015952.0,1016498.0
ECK120009286,394,mtr,-1.0,3305860.0,Sigma70,3305868.0,3305873.0,3305895.0,3305900.0,3304573.0,3305860.0
ECK120009287,395,purA,1.0,4404664.0,Sigma70,4404651.0,4404656.0,4404628.0,4404633.0,4404664.0,4405985.0
ECK120009288,396,aidB,1.0,4414247.0,"Sigma70, Sigma38",4414237.0,4414242.0,4414210.0,4414215.0,4414247.0,4415900.0
ECK120009289,398,slp-dctR,1.0,3653936.0,Sigma70,3653924.0,3653929.0,3653902.0,3653907.0,3653936.0,3655213.0
ECK120009290,399,appCBA-yccB,1.0,1037710.0,"Sigma70, Sigma38",1037695.0,1037700.0,1037673.0,1037678.0,1037710.0,1041915.0
ECK120009291,401,araFGH,-1.0,1986238.0,"Sigma70, Sigma38",1986240.0,1986245.0,1986265.0,1986270.0,1982554.0,1986238.0
ECK120009292,403,araJ,-1.0,412529.0,Sigma70,412535.0,412540.0,412560.0,412565.0,411297.0,412529.0
ECK120009293,404,cydAB,1.0,771170.0,Sigma70,771158.0,771163.0,771134.0,771139.0,771170.0,774181.0
ECK120009294,405,cyoABCDE,-1.0,451653.0,Sigma70,451660.0,451665.0,451683.0,451688.0,446815.0,451653.0
ECK120009295,406,sucABCD,1.0,758586.0,Sigma38,758566.0,758576.0,758550.0,758555.0,758586.0,765049.0
ECK120009296,407,fumA,-1.0,1688440.0,Sigma70,1688449.0,1688454.0,1688470.0,1688475.0,1686705.0,1688440.0
ECK120009297,408,fumC,-1.0,1686709.0,Sigma38,1686713.0,1686723.0,1686734.0,1686739.0,1685185.0,1686709.0
ECK120009298,409,gltA,-1.0,754767.0,Sigma70,754771.0,754776.0,754795.0,754800.0,753126.0,754767.0
ECK120009299,410,icd,1.0,1195008.0,Sigma70,1194996.0,1195001.0,1194973.0,1194978.0,1195008.0,1196373.0
ECK120009300,411,mdh,-1.0,3384313.0,Sigma70,3384321.0,3384326.0,3384344.0,3384349.0,3383330.0,3384313.0
ECK120009301,412,carAB,1.0,29619.0,Sigma70,29609.0,29614.0,29585.0,29590.0,29619.0,34120.0
ECK120009302,413,carAB,1.0,29551.0,Sigma70,29539.0,29544.0,29516.0,29521.0,29551.0,34120.0
ECK120009303,414,argD,-1.0,3490221.0,Sigma70,3490228.0,3490233.0,3490253.0,3490258.0,3488960.0,3490221.0
ECK120009304,415,asnA,1.0,3927129.0,Sigma70,3927122.0,3927127.0,3927095.0,3927100.0,3927129.0,3928147.0
ECK120009305,416,asnC,-1.0,3927031.0,Sigma70,3927037.0,3927042.0,3927059.0,3927064.0,3926545.0,3927031.0
ECK120009306,417,atoDAEB,1.0,2323412.0,Sigma54,2323398.0,2323402.0,2323386.0,2323391.0,2323412.0,2327293.0
ECK120009307,418,betIBA,-1.0,329361.0,Sigma70,329366.0,329371.0,329391.0,329396.0,325577.0,329361.0
ECK120009308,419,betT,1.0,329421.0,Sigma70,329412.0,329417.0,329385.0,329390.0,329421.0,331496.0
ECK120009309,420,bioBFCD,1.0,809302.0,Sigma70,809288.0,809293.0,809265.0,809270.0,809302.0,812947.0
ECK120009310,421,cadC,-1.0,4361963.0,Sigma70,4361967.0,4361972.0,4361991.0,4361996.0,4360396.0,4361963.0
ECK120009311,422,crp,1.0,3485953.0,Sigma70,3485936.0,3485941.0,3485909.0,3485914.0,3485953.0,3486792.0
ECK120009312,423,cpdB,-1.0,4436629.0,Sigma70,4436637.0,4436642.0,4436658.0,4436663.0,4434622.0,4436629.0
ECK120009313,424,fur,-1.0,710716.0,Sigma70,710724.0,710729.0,710745.0,710750.0,710118.0,710716.0
ECK120009314,425,glgCAP,-1.0,3569389.0,Sigma70,3569399.0,3569404.0,3569426.0,3569431.0,3564082.0,3569389.0
ECK120009315,426,malK-lamB-malM,1.0,4246736.0,Sigma70,4246724.0,4246729.0,4246702.0,4246707.0,4246736.0,4250474.0
ECK120009316,427,speC,-1.0,3109175.0,Sigma38,3109182.0,3109192.0,3109204.0,3109209.0,3107020.0,3109175.0
ECK120009317,428,tdcABCDEFG,-1.0,3267093.0,Sigma70,3267100.0,3267106.0,3267118.0,3267124.0,3258285.0,3267093.0
ECK120009318,429,ubiG,1.0,2339539.0,Sigma70,2339527.0,2339532.0,2339505.0,2339510.0,2339539.0,2340289.0
ECK120009319,430,ebgAC,1.0,3222551.0,Sigma70,3222540.0,3222545.0,3222517.0,3222522.0,3222551.0,3226171.0
ECK120009320,431,fucPIKUR,1.0,2934119.0,Sigma70,2934102.0,2934107.0,2934081.0,2934086.0,2934119.0,2940099.0
ECK120009321,432,nupG,1.0,3105651.0,Sigma70,3105639.0,3105644.0,3105612.0,3105617.0,3105651.0,3106970.0
ECK120009322,433,uhpT,-1.0,3847198.0,Sigma70,3847205.0,3847210.0,3847231.0,3847236.0,3845776.0,3847198.0
ECK120009323,434,melAB,1.0,4341887.0,Sigma70,4341875.0,4341880.0,4341854.0,4341859.0,4341887.0,4344790.0
ECK120009324,435,malXY,1.0,1699313.0,Sigma70,1699301.0,1699306.0,1699280.0,1699285.0,1699313.0,1702129.0
ECK120009325,436,srlAEBD-gutM-srlR-gutQ,1.0,2825791.0,Sigma70,2825780.0,2825785.0,2825759.0,2825764.0,2825791.0,2830778.0
ECK120009326,437,udp,1.0,4016391.0,Sigma70,4016379.0,4016384.0,4016352.0,4016357.0,4016391.0,4017192.0
ECK120009327,438,fucAO,-1.0,2933854.0,Sigma70,2933860.0,2933865.0,2933886.0,2933891.0,2931865.0,2933854.0
ECK120009328,439,flhDC,-1.0,1978395.0,Sigma70,1978402.0,1978407.0,1978425.0,1978430.0,1977200.0,1978395.0
ECK120009329,440,malS,1.0,3737470.0,Sigma70,3737458.0,3737463.0,3737432.0,3737437.0,3737470.0,3739620.0
ECK120009330,441,aldB,-1.0,3756535.0,Sigma38,3756542.0,3756552.0,3756565.0,3756570.0,3754906.0,3756535.0
ECK120009331,442,hns,-1.0,1292958.0,Sigma70,1292965.0,1292970.0,1292988.0,1292993.0,1292461.0,1292958.0
ECK120009332,443,gyrA,-1.0,2339457.0,Sigma70,2339465.0,2339470.0,2339489.0,2339494.0,2336793.0,2339457.0
ECK120009333,444,pck,1.0,3532679.0,Sigma70,3532667.0,3532672.0,3532640.0,3532645.0,3532679.0,3534440.0
ECK120009334,445,cynTSX,1.0,358773.0,Sigma70,358760.0,358765.0,358738.0,358743.0,358773.0,361236.0
ECK120009335,446,cynR,-1.0,358709.0,Sigma70,358710.0,358715.0,358736.0,358741.0,357791.0,358709.0
ECK120009336,447,cysPUWAM,-1.0,2543557.0,Sigma70,2543566.0,2543571.0,2543591.0,2543596.0,2538672.0,2543557.0
ECK120009337,448,cysDNC,-1.0,2876368.0,Sigma70,2876377.0,2876382.0,2876400.0,2876405.0,2873234.0,2876368.0
ECK120009338,449,nupC,1.0,2513009.0,Sigma70,2512997.0,2513002.0,2512971.0,2512976.0,2513009.0,2514244.0
ECK120009339,450,dsdXA,1.0,2477821.0,Sigma70,2477814.0,2477819.0,2477793.0,2477798.0,2477821.0,2480530.0
ECK120009340,451,dsdC,-1.0,2477746.0,Sigma70,2477752.0,2477757.0,2477776.0,2477781.0,2476694.0,2477746.0
ECK120009341,452,exuT,1.0,3245002.0,Sigma70,3244992.0,3244998.0,3244972.0,3244978.0,3245002.0,3246522.0
ECK120009342,453,fecABCDE,-1.0,4516727.0,,,,,,4510690.0,4516727.0
ECK120009343,454,fdhF,-1.0,4299407.0,Sigma54,4299417.0,4299421.0,4299428.0,4299433.0,4297178.0,4299407.0
ECK120009344,455,hycABCDEFGHI,-1.0,2850461.0,Sigma54,2850471.0,2850475.0,2850482.0,2850487.0,2842477.0,2850461.0
ECK120009345,456,hypABCDE,1.0,2850627.0,Sigma54,2850613.0,2850617.0,2850601.0,2850606.0,2850627.0,2854321.0
ECK120009346,457,proP,1.0,4330320.0,Sigma70,4330313.0,4330318.0,4330288.0,4330293.0,4330320.0,4332004.0
ECK120009347,458,narXL,-1.0,1277777.0,Sigma70,1277785.0,1277790.0,1277806.0,1277811.0,1275179.0,1277777.0
